Gene	log2FoldChange	MAG_protein	Sialic_hit	Identity	Query_cov	Subject_cov	Evalue	Bitscore	Condition	Bin	Taxonomy
SRR10507656|k141_20405_9	-6.32254710481204	CDIpos_DASTool_bins_SemiBin_49|k141_80043_27	nanU|nanU_601173_bv	99.3	99.8	98.1	0.0e+00	1151.3	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507662|k141_27771_46	9.63939327723227	CDIpos_DASTool_bins_bin.71|k141_77887_3	nanU|nanU_183841_bv	100.0	99.8	97.5	6.7e-295	1014.6	CDIpos	bin.71	Parabacteroides distasonis
SRR10507662|k141_18912_115	8.1919924682629	diarrheaCDIneg_DASTool_bins_bin.6|k141_11493_115	SIAE|SIAE_20500_uniprot	99.6	99.6	100.0	2.5e-144	513.5	diarrheaCDIneg	bin.6	Phocaeicola dorei
SRR10507658|k141_19626_43	-6.65237330933876	CDIpos_DASTool_bins_SemiBin_49|k141_110636_48	nanU|nanU_572409_bv	43.5	86.6	76.6	2.6e-100	368.2	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507662|k141_27939_23	11.1689378049913	CDIpos_DASTool_bins_SemiBin_103|k141_144104_10	kpsD|kpsD_12100_bv	53.2	99.9	99.9	2.6e-259	897.1	CDIpos	SemiBin_103	Bacteroides hominis
SRR10507659|k141_54308_13	-6.17172297401687	CDIpos_DASTool_bins_SemiBin_49|k141_9822_5	nagA|nagA_2756_bv	100.0	99.7	100.0	9.6e-225	781.2	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507662|k141_33668_30	8.49917625962824	diarrheaCDIneg_DASTool_bins_SemiBin_30|k141_22559_32	satD|WP_419102340.1	46.1	79.7	90.7	1.1e-59	232.6	diarrheaCDIneg	SemiBin_30	Escherichia coli
SRR10507660|k141_22822_147	-6.22408281930923	CDIpos_DASTool_bins_SemiBin_49|k141_91101_10	nanU|nanU_317574_bv	100.0	99.8	99.0	1.1e-308	1060.4	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507666|k141_475_85	-6.30078440746935	CDIpos_DASTool_bins_SemiBin_49|k141_91101_10	nanU|nanU_317574_bv	100.0	99.8	99.0	1.1e-308	1060.4	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507655|k141_9277_60	-6.54301158044065	CDIpos_DASTool_bins_SemiBin_49|k141_110636_48	nanU|nanU_572409_bv	43.5	86.6	76.6	2.6e-100	368.2	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507662|k141_45655_27	8.04267757336116	diarrheaCDIneg_DASTool_bins_bin.6|k141_36190_27	nanU|nanU_93146_bv	98.9	96.1	100.0	0.0e+00	1191.0	diarrheaCDIneg	bin.6	Phocaeicola dorei
SRR10507653|k141_55382_2	-6.56977587906498	CDIpos_DASTool_bins_SemiBin_49|k141_110636_48	nanU|nanU_572409_bv	43.5	86.6	76.6	2.6e-100	368.2	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507662|k141_20231_42	10.5365026993298	diarrheaCDIneg_DASTool_bins_SemiBin_70|k141_34635_42	siaM|siaM_10307_bv	100.0	99.3	100.0	1.7e-233	810.4	diarrheaCDIneg	SemiBin_70	Pyramidobacter piscolens
SRR10507655|k141_87272_24	-6.294848696169	CDIpos_DASTool_bins_SemiBin_49|k141_9822_5	nagA|nagA_2756_bv	100.0	99.7	100.0	9.6e-225	781.2	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507655|k141_27795_19	-6.09074942169716	CDIpos_DASTool_bins_SemiBin_49|k141_80043_5	nanK|nanK_7216_bv	41.7	94.4	96.5	4.0e-59	230.7	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507665|k141_35839_38	-6.60014086749931	CDIpos_DASTool_bins_SemiBin_49|k141_110636_48	nanU|nanU_572409_bv	43.5	86.6	76.6	2.6e-100	368.2	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507660|k141_6661_50	-6.59994030152796	CDIpos_DASTool_bins_SemiBin_49|k141_110636_48	nanU|nanU_572409_bv	43.5	86.6	76.6	2.6e-100	368.2	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507662|k141_43149_74	10.4834056298574	diarrheaCDIneg_DASTool_bins_SemiBin_70|k141_63269_74	siaT|siaT_47535_uniprot	52.0	98.1	99.3	7.1e-104	379.8	diarrheaCDIneg	SemiBin_70	Pyramidobacter piscolens
SRR10507658|k141_24740_13	-6.23822732998509	CDIpos_DASTool_bins_SemiBin_49|k141_88759_30	nanU|nanU_230315_bv	100.0	99.2	96.8	8.3e-309	1060.8	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507654|k141_44032_55	-5.89324123560965	CDIpos_DASTool_bins_SemiBin_49|k141_150351_30	SIAE|SIAE_19013_uniprot	98.9	70.8	99.2	1.6e-208	727.6	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507666|k141_8503_105	-6.2053874262737	CDIpos_DASTool_bins_SemiBin_49|k141_150351_30	SIAE|SIAE_19013_uniprot	98.9	70.8	99.2	1.6e-208	727.6	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507666|k141_19524_27	-6.18617083303423	CDIpos_DASTool_bins_SemiBin_49|k141_9822_5	nagA|nagA_2756_bv	100.0	99.7	100.0	9.6e-225	781.2	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507662|k141_5379_27	6.67979304640952	diarrheaCDIneg_DASTool_bins_bin.5|k141_31166_27	SIAE|SIAE_7801_bv	100.0	99.9	100.0	0.0e+00	1442.9	diarrheaCDIneg	bin.5	Parabacteroides distasonis
SRR10507665|k141_33370_55	-6.29488259762324	CDIpos_DASTool_bins_SemiBin_49|k141_71890_11	nanU|nanU_574902_bv	99.8	99.8	99.8	5.8e-299	1028.1	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507657|k141_22784_47	-7.0213324099982	CDIpos_DASTool_bins_SemiBin_49|k141_116648_9	nanU|nanU_628889_bv	99.8	97.6	100.0	9.5e-313	1073.9	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507662|k141_17857_165	10.3081202838315	diarrheaCDIneg_DASTool_bins_SemiBin_60|k141_1011_641	siaM|siaM_403770_bv	100.0	99.8	100.0	8.8e-227	788.1	diarrheaCDIneg	SemiBin_60	Enterocloster bolteae
SRR10507662|k141_49279_2	8.66213997029779	CDIpos_DASTool_bins_bin.71|k141_136117_3	nanU|nanU_305779_bv	60.5	99.7	100.0	1.4e-214	748.0	CDIpos	bin.71	Parabacteroides distasonis
SRR10507655|k141_9478_85	-6.17906087910336	CDIpos_DASTool_bins_SemiBin_49|k141_71890_11	nanU|nanU_574902_bv	99.8	99.8	99.8	5.8e-299	1028.1	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507659|k141_123017_12	-5.97678349224973	CDIpos_DASTool_bins_SemiBin_49|k141_71890_11	nanU|nanU_574902_bv	99.8	99.8	99.8	5.8e-299	1028.1	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507665|k141_27370_147	-6.08711783279115	CDIpos_DASTool_bins_SemiBin_49|k141_91101_10	nanU|nanU_317574_bv	100.0	99.8	99.0	1.1e-308	1060.4	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507660|k141_54615_31	-6.02185272683175	CDIpos_DASTool_bins_SemiBin_49|k141_80043_5	nanK|nanK_7216_bv	41.7	94.4	96.5	4.0e-59	230.7	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507665|k141_58388_31	-5.9873633091136	CDIpos_DASTool_bins_SemiBin_49|k141_80043_5	nanK|nanK_7216_bv	41.7	94.4	96.5	4.0e-59	230.7	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507653|k141_141271_19	-5.99306975171522	CDIpos_DASTool_bins_SemiBin_49|k141_80043_5	nanK|nanK_7216_bv	41.7	94.4	96.5	4.0e-59	230.7	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507658|k141_33230_22	-6.10944111457647	CDIpos_DASTool_bins_SemiBin_49|k141_91101_10	nanU|nanU_317574_bv	100.0	99.8	99.0	1.1e-308	1060.4	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507653|k141_76051_38	-5.62339922432744	CDIpos_DASTool_bins_SemiBin_49|k141_154464_2	nanU|nanU_194521_bv	99.8	99.8	100.0	3.6e-312	1072.0	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507662|k141_57403_99	6.66340558624344	diarrheaCDIneg_DASTool_bins_bin.5|k141_21854_99	nanU|nanU_378182_bv	46.0	97.1	99.6	5.0e-126	453.8	diarrheaCDIneg	bin.5	Parabacteroides distasonis
SRR10507658|k141_28685_61	-6.13504649584808	CDIpos_DASTool_bins_SemiBin_49|k141_80043_27	nanU|nanU_601173_bv	99.3	99.8	98.1	0.0e+00	1151.3	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507666|k141_45943_17	-6.02501690476994	CDIpos_DASTool_bins_SemiBin_49|k141_71890_11	nanU|nanU_574902_bv	99.8	99.8	99.8	5.8e-299	1028.1	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507656|k141_20405_31	-5.87945813722791	CDIpos_DASTool_bins_SemiBin_49|k141_80043_5	nanK|nanK_7216_bv	41.7	94.4	96.5	4.0e-59	230.7	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507662|k141_4856_80	9.17465552319944	diarrheaCDIneg_DASTool_bins_bin.5|k141_19919_80	nagA|nagA_6792_bv	100.0	99.8	100.0	7.9e-230	798.1	diarrheaCDIneg	bin.5	Parabacteroides distasonis
SRR10507653|k141_4079_37	-6.95914105039779	CDIpos_DASTool_bins_SemiBin_49|k141_116648_9	nanU|nanU_628889_bv	99.8	97.6	100.0	9.5e-313	1073.9	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507653|k141_113627_5	-5.85456756055065	CDIpos_DASTool_bins_SemiBin_49|k141_91101_10	nanU|nanU_317574_bv	100.0	99.8	99.0	1.1e-308	1060.4	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507666|k141_13492_2	-6.51786224023146	CDIpos_DASTool_bins_SemiBin_49|k141_146602_5	nanU|nanU_318479_bv	71.4	88.9	98.8	2.6e-226	786.9	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507666|k141_33141_32	-5.76696239750567	CDIpos_DASTool_bins_SemiBin_49|k141_80043_5	nanK|nanK_7216_bv	41.7	94.4	96.5	4.0e-59	230.7	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507655|k141_3778_3	-6.68522946138807	CDIpos_DASTool_bins_SemiBin_49|k141_154464_2	nanU|nanU_194521_bv	99.8	99.8	100.0	3.6e-312	1072.0	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507662|k141_28286_1	9.38891770079892	diarrheaCDIneg_DASTool_bins_SemiBin_70|k141_14054_1	satB|WP_263079827.1	57.0	99.7	100.0	7.5e-95	349.4	diarrheaCDIneg	SemiBin_70	Pyramidobacter piscolens
SRR10507660|k141_5855_34	-6.73327537873091	CDIpos_DASTool_bins_SemiBin_49|k141_154464_2	nanU|nanU_194521_bv	99.8	99.8	100.0	3.6e-312	1072.0	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507656|k141_106292_74	-5.97803602171516	CDIpos_DASTool_bins_SemiBin_49|k141_91101_10	nanU|nanU_317574_bv	100.0	99.8	99.0	1.1e-308	1060.4	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507659|k141_79417_73	-6.65695284406566	CDIpos_DASTool_bins_SemiBin_49|k141_116648_9	nanU|nanU_628889_bv	99.8	97.6	100.0	9.5e-313	1073.9	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507659|k141_43925_22	-5.94192088376703	CDIpos_DASTool_bins_SemiBin_49|k141_80043_5	nanK|nanK_7216_bv	41.7	94.4	96.5	4.0e-59	230.7	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507660|k141_6438_38	-6.73138729695458	CDIpos_DASTool_bins_SemiBin_49|k141_116648_9	nanU|nanU_628889_bv	99.8	97.6	100.0	9.5e-313	1073.9	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507665|k141_36182_4	8.45146895543912	CDIpos_DASTool_bins_SemiBin_22_sub|k141_68099_21	satD|WP_210229862.1	42.4	80.6	94.5	3.0e-59	231.1	CDIpos	SemiBin_22_sub	Eisenbergiella tayi
SRR10507654|k141_16509_18	-6.64154038187072	CDIpos_DASTool_bins_SemiBin_49|k141_116648_9	nanU|nanU_628889_bv	99.8	97.6	100.0	9.5e-313	1073.9	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507655|k141_87380_3	-6.02843899998666	CDIpos_DASTool_bins_SemiBin_49|k141_29107_1	nanU|nanU_311719_bv	55.9	99.8	99.6	2.4e-156	554.3	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507660|k141_31451_55	-6.18881236106122	CDIpos_DASTool_bins_SemiBin_49|k141_71890_11	nanU|nanU_574902_bv	99.8	99.8	99.8	5.8e-299	1028.1	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507662|k141_1870_25	7.66194179201077	diarrheaCDIneg_DASTool_bins_SemiBin_30|k141_8905_25	nanM|nanM_464_bv	100.0	99.7	100.0	3.2e-217	756.1	diarrheaCDIneg	SemiBin_30	Escherichia coli
SRR10507662|k141_29810_149	6.8885962443673	diarrheaCDIneg_DASTool_bins_SemiBin_60|k141_1011_369	siaM|siaM_60605_bv	100.0	99.8	100.0	7.3e-213	741.9	diarrheaCDIneg	SemiBin_60	Enterocloster bolteae
SRR10507662|k141_13599_48	7.51588939148064	control_DASTool_bins_SemiBin_185|k141_40475_51	nanU|nanU_236219_bv	99.8	99.8	95.3	5.3e-300	1031.6	control	SemiBin_185	Parabacteroides distasonis
SRR10507662|k141_5379_25	6.73674972943743	CDIpos_DASTool_bins_bin.71|k141_75032_1	nanH|nanH_15173_bv	99.7	72.8	100.0	4.9e-235	815.8	CDIpos	bin.71	Parabacteroides distasonis
SRR10507656|k141_110671_77	-6.30569833701035	CDIpos_DASTool_bins_SemiBin_49|k141_83123_9	nagB|nagB_74529_bv	99.6	99.6	100.0	1.3e-151	537.7	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507665|k141_7615_38	-6.61442703699851	CDIpos_DASTool_bins_SemiBin_49|k141_116648_9	nanU|nanU_628889_bv	99.8	97.6	100.0	9.5e-313	1073.9	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507665|k141_38391_50	-5.77621900675133	CDIpos_DASTool_bins_SemiBin_49|k141_146979_21	satD|WP_445507519.1	40.1	85.5	80.0	1.6e-26	122.1	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507658|k141_5080_15	8.11878053966824	CDIpos_DASTool_bins_SemiBin_48_sub|k141_40852_5	satD|WP_311358684.1	48.7	73.7	85.5	1.3e-57	225.7	CDIpos	SemiBin_48_sub	Enterocloster bolteae
SRR10507662|k141_15701_40	9.83969659460749	diarrheaCDIneg_DASTool_bins_SemiBin_70|k141_55664_40	satB|MBO2532523.1	40.3	98.7	99.7	9.5e-50	199.5	diarrheaCDIneg	SemiBin_70	Pyramidobacter piscolens
SRR10507665|k141_43666_44	-6.52424883483948	CDIpos_DASTool_bins_SemiBin_49|k141_29233_17	nanU|nanU_71571_bv	44.1	99.6	99.7	6.7e-157	556.6	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507666|k141_28584_38	-6.58128785865946	CDIpos_DASTool_bins_SemiBin_49|k141_116648_9	nanU|nanU_628889_bv	99.8	97.6	100.0	9.5e-313	1073.9	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507658|k141_23688_19	-6.50409958265383	CDIpos_DASTool_bins_SemiBin_49|k141_29233_17	nanU|nanU_71571_bv	44.1	99.6	99.7	6.7e-157	556.6	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507660|k141_9918_80	-6.43284598735816	CDIpos_DASTool_bins_SemiBin_49|k141_50207_18	nanU|nanU_69728_bv	99.2	99.8	100.0	5.1e-306	1051.6	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507662|k141_115_310	6.89007032552656	diarrheaCDIneg_DASTool_bins_SemiBin_60|k141_4759_301	siaM|siaM_78429_bv	100.0	99.8	100.0	1.6e-220	767.3	diarrheaCDIneg	SemiBin_60	Enterocloster bolteae
SRR10507659|k141_42601_146	-6.49937275550048	CDIpos_DASTool_bins_SemiBin_49|k141_29233_17	nanU|nanU_71571_bv	44.1	99.6	99.7	6.7e-157	556.6	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507662|k141_35064_13	9.77044250714898	diarrheaCDIneg_DASTool_bins_SemiBin_70|k141_44310_13	satD|WP_125610213.1	45.6	79.8	94.5	4.7e-55	217.2	diarrheaCDIneg	SemiBin_70	Pyramidobacter piscolens
SRR10507654|k141_25825_14	-5.71196708113311	CDIpos_DASTool_bins_SemiBin_49|k141_146979_21	satD|WP_445507519.1	40.1	85.5	80.0	1.6e-26	122.1	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507660|k141_7501_5	-6.03488199410024	CDIpos_DASTool_bins_SemiBin_49|k141_146602_5	nanU|nanU_318479_bv	71.4	88.9	98.8	2.6e-226	786.9	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507653|k141_95970_83	-6.17589408598309	CDIpos_DASTool_bins_SemiBin_49|k141_29233_17	nanU|nanU_71571_bv	44.1	99.6	99.7	6.7e-157	556.6	CDIpos	SemiBin_49	Phocaeicola vulgatus
