Gene	log2FoldChange	MAG_protein	Sialic_hit	Identity	Query_cov	Subject_cov	Evalue	Bitscore	Condition	Bin	Taxonomy
SRR10507666|k141_45943_17	6.07774002523157	CDIpos_DASTool_bins_SemiBin_49|k141_71890_11	nanU|nanU_574902_bv	99.8	99.8	99.8	5.8e-299	1028.1	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507666|k141_28584_38	6.89680646949549	CDIpos_DASTool_bins_SemiBin_49|k141_116648_9	nanU|nanU_628889_bv	99.8	97.6	100.0	9.5e-313	1073.9	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507655|k141_13460_23	6.8926431426326	CDIpos_DASTool_bins_SemiBin_49|k141_50207_18	nanU|nanU_69728_bv	99.2	99.8	100.0	5.1e-306	1051.6	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507658|k141_34639_18	6.1493906354101	CDIpos_DASTool_bins_SemiBin_49|k141_83123_9	nagB|nagB_74529_bv	99.6	99.6	100.0	1.3e-151	537.7	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507654|k141_44032_55	5.76695926661126	CDIpos_DASTool_bins_SemiBin_49|k141_150351_30	SIAE|SIAE_19013_uniprot	98.9	70.8	99.2	1.6e-208	727.6	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507665|k141_28219_36	5.97671204212948	CDIpos_DASTool_bins_SemiBin_49|k141_9822_5	nagA|nagA_2756_bv	100.0	99.7	100.0	9.6e-225	781.2	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507656|k141_110671_101	5.94529012359905	CDIpos_DASTool_bins_SemiBin_49|k141_71890_11	nanU|nanU_574902_bv	99.8	99.8	99.8	5.8e-299	1028.1	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507654|k141_16509_18	6.73467043125118	CDIpos_DASTool_bins_SemiBin_49|k141_116648_9	nanU|nanU_628889_bv	99.8	97.6	100.0	9.5e-313	1073.9	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507662|k141_28286_106	-8.1866877461837	diarrheaCDIneg_DASTool_bins_SemiBin_70|k141_14054_106	satB|MCS6825930.1	40.2	95.7	97.1	3.2e-56	221.1	diarrheaCDIneg	SemiBin_70	Pyramidobacter piscolens
SRR10507665|k141_7615_38	6.77578258118694	CDIpos_DASTool_bins_SemiBin_49|k141_116648_9	nanU|nanU_628889_bv	99.8	97.6	100.0	9.5e-313	1073.9	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507654|k141_90546_3	6.58585541281781	CDIpos_DASTool_bins_SemiBin_49|k141_29107_1	nanU|nanU_311719_bv	55.9	99.8	99.6	2.4e-156	554.3	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507660|k141_6438_38	6.76572699552805	CDIpos_DASTool_bins_SemiBin_49|k141_116648_9	nanU|nanU_628889_bv	99.8	97.6	100.0	9.5e-313	1073.9	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507662|k141_28286_1	-9.39519587328614	diarrheaCDIneg_DASTool_bins_SemiBin_70|k141_14054_1	satB|WP_263079827.1	57.0	99.7	100.0	7.5e-95	349.4	diarrheaCDIneg	SemiBin_70	Pyramidobacter piscolens
SRR10507666|k141_33141_32	5.74749524556673	CDIpos_DASTool_bins_SemiBin_49|k141_80043_5	nanK|nanK_7216_bv	41.7	94.4	96.5	4.0e-59	230.7	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507659|k141_79417_73	6.65924651902963	CDIpos_DASTool_bins_SemiBin_49|k141_116648_9	nanU|nanU_628889_bv	99.8	97.6	100.0	9.5e-313	1073.9	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507657|k141_16342_115	5.87063556675685	CDIpos_DASTool_bins_SemiBin_49|k141_71890_11	nanU|nanU_574902_bv	99.8	99.8	99.8	5.8e-299	1028.1	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507657|k141_27357_7	6.49878496528758	CDIpos_DASTool_bins_SemiBin_49|k141_29107_1	nanU|nanU_311719_bv	55.9	99.8	99.6	2.4e-156	554.3	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507653|k141_118191_106	6.48942033297607	CDIpos_DASTool_bins_SemiBin_49|k141_29107_1	nanU|nanU_311719_bv	55.9	99.8	99.6	2.4e-156	554.3	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507655|k141_87272_24	6.01390926517249	CDIpos_DASTool_bins_SemiBin_49|k141_9822_5	nagA|nagA_2756_bv	100.0	99.7	100.0	9.6e-225	781.2	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507655|k141_78968_29	5.6105106847934	CDIpos_DASTool_bins_SemiBin_49|k141_150351_30	SIAE|SIAE_19013_uniprot	98.9	70.8	99.2	1.6e-208	727.6	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507658|k141_14558_7	6.48223571866064	CDIpos_DASTool_bins_SemiBin_49|k141_101076_14	satD|MCK3658593.1	41.0	84.9	71.6	1.2e-25	119.0	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507665|k141_35839_29	6.51595797887293	CDIpos_DASTool_bins_SemiBin_49|k141_29107_1	nanU|nanU_311719_bv	55.9	99.8	99.6	2.4e-156	554.3	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507654|k141_17708_38	5.77046005077837	CDIpos_DASTool_bins_SemiBin_49|k141_71890_11	nanU|nanU_574902_bv	99.8	99.8	99.8	5.8e-299	1028.1	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507666|k141_9356_7	6.4542902799149	CDIpos_DASTool_bins_SemiBin_49|k141_29107_1	nanU|nanU_311719_bv	55.9	99.8	99.6	2.4e-156	554.3	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507656|k141_20405_31	5.69636151112731	CDIpos_DASTool_bins_SemiBin_49|k141_80043_5	nanK|nanK_7216_bv	41.7	94.4	96.5	4.0e-59	230.7	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507662|k141_20231_42	-9.96572808855839	diarrheaCDIneg_DASTool_bins_SemiBin_70|k141_34635_42	siaM|siaM_10307_bv	100.0	99.3	100.0	1.7e-233	810.4	diarrheaCDIneg	SemiBin_70	Pyramidobacter piscolens
SRR10507659|k141_60954_130	5.68918468841154	CDIpos_DASTool_bins_SemiBin_49|k141_150351_30	SIAE|SIAE_19013_uniprot	98.9	70.8	99.2	1.6e-208	727.6	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507656|k141_106561_48	5.77833932812769	CDIpos_DASTool_bins_SemiBin_49|k141_154464_2	nanU|nanU_194521_bv	99.8	99.8	100.0	3.6e-312	1072.0	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507662|k141_43149_74	-9.91263064395174	diarrheaCDIneg_DASTool_bins_SemiBin_70|k141_63269_74	siaT|siaT_47535_uniprot	52.0	98.1	99.3	7.1e-104	379.8	diarrheaCDIneg	SemiBin_70	Pyramidobacter piscolens
SRR10507660|k141_31451_55	6.09706436227891	CDIpos_DASTool_bins_SemiBin_49|k141_71890_11	nanU|nanU_574902_bv	99.8	99.8	99.8	5.8e-299	1028.1	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507660|k141_7501_5	6.07971406595048	CDIpos_DASTool_bins_SemiBin_49|k141_146602_5	nanU|nanU_318479_bv	71.4	88.9	98.8	2.6e-226	786.9	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507659|k141_17485_7	6.41012383751893	CDIpos_DASTool_bins_SemiBin_49|k141_29107_1	nanU|nanU_311719_bv	55.9	99.8	99.6	2.4e-156	554.3	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507654|k141_7681_85	5.96436349703005	CDIpos_DASTool_bins_SemiBin_49|k141_34795_2	nanU|nanU_497957_bv	75.9	97.8	99.8	1.1e-220	768.1	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507658|k141_19626_51	6.37852560734778	CDIpos_DASTool_bins_SemiBin_49|k141_29107_1	nanU|nanU_311719_bv	55.9	99.8	99.6	2.4e-156	554.3	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507665|k141_21304_162	6.90433336133565	CDIpos_DASTool_bins_SemiBin_49|k141_50207_18	nanU|nanU_69728_bv	99.2	99.8	100.0	5.1e-306	1051.6	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507662|k141_17857_165	-9.73734315530278	diarrheaCDIneg_DASTool_bins_SemiBin_60|k141_1011_641	siaM|siaM_403770_bv	100.0	99.8	100.0	8.8e-227	788.1	diarrheaCDIneg	SemiBin_60	Enterocloster bolteae
SRR10507660|k141_6661_59	6.37034682095972	CDIpos_DASTool_bins_SemiBin_49|k141_29107_1	nanU|nanU_311719_bv	55.9	99.8	99.6	2.4e-156	554.3	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507653|k141_141271_19	5.67981779348076	CDIpos_DASTool_bins_SemiBin_49|k141_80043_5	nanK|nanK_7216_bv	41.7	94.4	96.5	4.0e-59	230.7	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507666|k141_19524_27	5.8121735298341	CDIpos_DASTool_bins_SemiBin_49|k141_9822_5	nagA|nagA_2756_bv	100.0	99.7	100.0	9.6e-225	781.2	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507660|k141_55964_6	6.92261774170452	CDIpos_DASTool_bins_SemiBin_49|k141_137758_5	nanU|nanU_412311_bv	99.6	99.3	99.6	0.0e+00	1125.5	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507659|k141_10529_28	5.68300466839854	CDIpos_DASTool_bins_SemiBin_49|k141_154464_2	nanU|nanU_194521_bv	99.8	99.8	100.0	3.6e-312	1072.0	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507662|k141_31291_22	-5.98072721042277	diarrheaCDIneg_DASTool_bins_SemiBin_30|k141_63679_28	kpsD|kpsD_12805_bv	100.0	99.8	99.8	0.0e+00	1082.8	diarrheaCDIneg	SemiBin_30	Escherichia coli
SRR10507665|k141_7194_5	5.98350108142418	CDIpos_DASTool_bins_SemiBin_49|k141_146602_5	nanU|nanU_318479_bv	71.4	88.9	98.8	2.6e-226	786.9	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507655|k141_3778_3	6.41590370540581	CDIpos_DASTool_bins_SemiBin_49|k141_154464_2	nanU|nanU_194521_bv	99.8	99.8	100.0	3.6e-312	1072.0	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507665|k141_9642_16	7.54160375957995	CDIpos_DASTool_bins_bin.71|k141_41686_4	nanU|nanU_79795_bv	60.7	99.6	99.4	1.8e-181	637.9	CDIpos	bin.71	Parabacteroides distasonis
SRR10507659|k141_43925_22	5.68126309400264	CDIpos_DASTool_bins_SemiBin_49|k141_80043_5	nanK|nanK_7216_bv	41.7	94.4	96.5	4.0e-59	230.7	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507655|k141_27795_19	5.60321207920245	CDIpos_DASTool_bins_SemiBin_49|k141_80043_5	nanK|nanK_7216_bv	41.7	94.4	96.5	4.0e-59	230.7	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507657|k141_28833_31	5.71801369209258	CDIpos_DASTool_bins_SemiBin_49|k141_80043_5	nanK|nanK_7216_bv	41.7	94.4	96.5	4.0e-59	230.7	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507653|k141_113627_5	5.48434602626781	CDIpos_DASTool_bins_SemiBin_49|k141_91101_10	nanU|nanU_317574_bv	100.0	99.8	99.0	1.1e-308	1060.4	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507660|k141_5855_34	6.34264736152071	CDIpos_DASTool_bins_SemiBin_49|k141_154464_2	nanU|nanU_194521_bv	99.8	99.8	100.0	3.6e-312	1072.0	CDIpos	SemiBin_49	Phocaeicola vulgatus
SRR10507656|k141_52788_61	5.56101583287515	CDIpos_DASTool_bins_SemiBin_49|k141_146979_21	satD|WP_445507519.1	40.1	85.5	80.0	1.6e-26	122.1	CDIpos	SemiBin_49	Phocaeicola vulgatus
