GH29.QEF98085.1	Alpha-L-fucosidase [Stieleria maiorica]
GH29.QEL03245.1	alpha-L-fucosidase [Olivibacter sp. LS-1]
GH29.QEL04223.1	alpha-L-fucosidase [Olivibacter sp. LS-1]
GH29.ATD49397.1	carbohydrate-binding protein [Clostridium perfringens]
GH29.ATL43914.1	alpha-L-fucosidase [Elizabethkingia miricola]
GH29.ATL45829.1	alpha-L-fucosidase [Chitinophaga caeni]
GH29.UPK71814.1	alpha-L-fucosidase [Chitinophaga filiformis]
GH29.UPK72095.1	alpha-L-fucosidase [Chitinophaga filiformis]
GH29.UPT29616.1	alpha-L-fucosidase [Bifidobacterium longum subsp. infantis]
GH29.QNH17675.1	alpha-L-fucosidase [Xanthomonas sp. SS]
GH29.QNK01254.1	alpha-L-fucosidase [Dyella telluris]
GH29.QNK01256.1	alpha-L-fucosidase [Dyella telluris]
GH29.UQA76838.1	alpha-L-fucosidase [Sphingobacterium siyangense]
GH29.WAH97498.1	alpha-L-fucosidase [Arthrobacter sp. MMS18-M83]
GH29.SCD22226.1	alpha-L-fucosidase [Proteiniphilum saccharofermentans]
GH29.SCD22239.1	alpha-L-fucosidase [Proteiniphilum saccharofermentans]
GH29.WAJ33706.1	alpha-L-fucosidase [Arthrobacter sp. FX8]
GH29.SDR73836.1	alpha-L-fucosidase [Microbacterium paraoxydans]
GH29.SDS01646.1	alpha-L-fucosidase [Opitutus sp. GAS368]
GH29.WBB59310.1	alpha-L-fucosidase [Streptomyces sp. WMMC500]
GH29.WBB60554.1	alpha-L-fucosidase [Streptomyces sp. WMMC500]
GH29.WBQ01902.1	alpha-L-fucosidase [Kribbella sp. CA-293567]
GH29.AIT06046.1	alpha-L-fucosidase [Sphingomonas taxi]
GH29.ACX66696.1	Alpha-L-fucosidase [Paenibacillus sp. Y412MC10]
GH29.ACX66894.1	Alpha-L-fucosidase [Paenibacillus sp. Y412MC10]
GH29.AQZ63618.1	alpha-L-fucosidase [[Actinomadura] parvosata subsp. kistnae]
GH29.ADK19940.1	alpha-L-fucosidase [Lacticaseibacillus paracasei]
GH29.ADK96504.1	Alpha-L-fucosidase [Prevotella melaninogenica ATCC 25845]
GH29.ARS38688.1	alpha-1,3/4-fucosidase [Sphingobacteriaceae bacterium GW460-11-11-14-LB5]
GH29.ADV42844.1	Alpha-L-fucosidase [Bacteroides helcogenes P 36-108]
GH29.ARS39122.1	alpha-L-fucosidase [Sphingobacteriaceae bacterium GW460-11-11-14-LB5]
GH29.QNF27509.1	alpha-L-fucosidase [Metabacillus sp. KUDC1714]
GH29.UHG92290.1	alpha-L-fucosidase [Spirosoma oryzicola]
GH29.WJH26885.1	alpha-L-fucosidase [Paenibacillus sp. CC-CFT742]
GH29.BAK33769.1	putative alpha-L-fucosidase [Microlunatus phosphovorus NM-1]
GH29.ARV63165.1	alpha-L-fucosidase [Nostocales cyanobacterium HT-58-2]
GH29.ARW24099.1	Alpha-L-fucosidase [Pediococcus acidilactici]
GH29.UHG92697.1	alpha-L-fucosidase [Spirosoma oryzicola]
GH29.QNH23990.1	alpha-L-fucosidase [Xanthomonas theicola]
GH29.WJH29686.1	alpha-L-fucosidase [Paenibacillus sp. CC-CFT742]
GH29.BAP31270.1	putative alpha-L-fucosidase [Chryseobacterium sp. StRB126]
GH29.BAU55541.1	Alpha-L-fucosidase [Mucilaginibacter gotjawali]
GH29.UII78737.1	alpha-L-fucosidase [Flagellimonas sp. CMM7]
GH29.QNH25347.1	alpha-L-fucosidase [Xanthomonas theicola]
GH29.WJM09468.1	alpha-L-fucosidase [Paenibacillus sp. PK1-4R]
GH29.BAU55762.1	Alpha-L-fucosidase [Mucilaginibacter gotjawali]
GH29.WJM10896.1	alpha-L-fucosidase [Paenibacillus sp. PK1-4R]
GH29.UII78740.1	alpha-L-fucosidase [Flagellimonas sp. CMM7]
GH29.QNK61133.1	alpha-L-fucosidase [Pedobacter sp. PAMC26386]
GH29.QEL00339.1	alpha-L-fucosidase [Olivibacter sp. LS-1]
GH29.WKL58014.1	alpha-L-fucosidase [Asticcacaulis sp. ZE23SCel15]
GH29.UIT47787.1	alpha-L-fucosidase [Xylella fastidiosa subsp. multiplex]
GH29.QNK61287.1	alpha-L-fucosidase [Pedobacter sp. PAMC26386]
GH29.QEM10416.1	alpha-L-fucosidase [Mucilaginibacter rubeus]
GH29.UWP57309.1	alpha-L-fucosidase [Roseburia intestinalis]
GH29.QUE49577.1	alpha-L-fucosidase [Luteolibacter ambystomatis]
GH29.QEM10576.1	alpha-L-fucosidase [Mucilaginibacter rubeus]
GH29.QUE51029.1	alpha-L-fucosidase [Luteolibacter ambystomatis]
GH29.QEU48554.1	alpha-L-fucosidase [Schleiferilactobacillus harbinensis]
GH29.QEU90060.1	alpha-1,3/4-fucosidase [Streptomyces kanamyceticus]
GH29.UXW85576.1	alpha-L-fucosidase [Microbacterium azadirachtae]
GH29.QUR44302.1	alpha-L-fucosidase [Bacteroides xylanisolvens]
GH29.AZA62935.1	alpha-L-fucosidase [Chryseobacterium indoltheticum]
GH29.QHQ86040.1	alpha-L-fucosidase [Elizabethkingia miricola]
GH29.AZN39289.1	alpha-L-fucosidase [Paenibacillus albus]
GH29.AZN43106.1	alpha-L-fucosidase [Paenibacillus albus]
GH29.QHV96521.1	alpha-L-fucosidase [Spirosoma endbachense]
GH29.ANQ49959.1	alpha-L-fucosidase [Flammeovirga sp. MY04]
GH29.ANQ51422.1	alpha-L-fucosidase [Flammeovirga sp. MY04]
GH29.QHW01139.1	alpha-L-fucosidase [Spirosoma endbachense]
GH29.CAZ94415.1	Alpha-L-fucosidase, family GH29 [Zobellia galactanivorans]
GH29.ANS76895.1	alpha-L-fucosidase [Paenibacillus yonginensis]
GH29.QIG40124.1	alpha-L-fucosidase [Microbacterium sp. 4R-513]
GH29.QYR22962.1	alpha-L-fucosidase [Paenibacillus sp. sptzw28]
GH29.CBG75284.1	putative glycosyl hydrolase [Streptomyces scabiei 87.22]
GH29.ANS76896.1	alpha-L-fucosidase [Paenibacillus yonginensis]
GH29.QZT35953.1	alpha-L-fucosidase [Halosquirtibacter xylanolyticus]
GH29.CBK63395.1	Alpha-L-fucosidase [Alistipes shahii WAL 8301]
GH29.QQT30336.1	alpha-L-fucosidase [Sphingobacterium multivorum]
GH29.ANY75285.1	alpha-L-fucosidase [Paenibacillus ihbetae]
GH29.WDF66219.1	alpha-L-fucosidase [Flavobacterium sp. KACC 22763]
GH29.QZT36378.1	alpha-L-fucosidase [Halosquirtibacter xylanolyticus]
GH29.CCH02920.1	Alpha-L-fucosidase [Fibrella aestuarina BUZ 2]
GH29.QQT30992.1	alpha-L-fucosidase [Sphingobacterium multivorum]
GH29.WDF80591.1	alpha-L-fucosidase [Mucilaginibacter sp. KACC 22773]
GH29.WDF81080.1	alpha-L-fucosidase [Mucilaginibacter sp. KACC 22773]
GH29.CCK26003.1	calx-beta domain-containing protein [Streptomyces davaonensis JCM 4913]
GH29.QQT45109.1	alpha-L-fucosidase [Sphingobacterium multivorum]
GH29.QZZ26304.1	alpha-L-fucosidase [Streptomyces sp. ST1015]
GH29.WDJ23552.1	alpha-L-fucosidase [Xanthomonas campestris pv. raphani]
GH29.QQT56140.1	alpha-L-fucosidase [Sphingobacterium multivorum]
GH29.QZZ31297.1	alpha-L-fucosidase [Streptomyces sp. ST1015]
GH29.UPK67014.1	alpha-L-fucosidase [Chitinophaga filiformis]
GH29.UPZ14892.1	alpha-L-fucosidase [Flavobacterium humidisoli]
GH29.ANK88874.1	alpha-L-fucosidase protein (plasmid) [Rhizobium sp. N731]
GH29.ANK93773.1	alpha-L-fucosidase protein (plasmid) [Rhizobium sp. N6212]
GH29.ANQ51543.1	Alpha-L-fucosidase superfamily [Flammeovirga sp. MY04]
GH29.ANQ51567.1	alpha-L-fucosidase [Flammeovirga sp. MY04]
GH29.ANS88313.1	fucosidase 1 [Wenyingzhuangia fucanilytica]
GH29.AYL96793.1	alpha-L-fucosidase [Mucilaginibacter celer]
GH29.AYQ35793.1	alpha-L-fucosidase [Runella sp. SP2]
GH29.AYW46243.1	alpha-L-fucosidase [Tetragenococcus koreensis]
GH29.AZB07580.1	alpha-L-fucosidase [Chryseobacterium sp. G0162]
GH29.AZB16540.1	alpha-L-fucosidase [Chryseobacterium indologenes]
GH29.QEC74806.1	carbohydrate-binding protein [Mucilaginibacter ginsenosidivorax]
GH29.QEC75191.1	alpha-L-fucosidase [Mucilaginibacter ginsenosidivorax]
GH29.QEE31275.1	alpha-L-fucosidase [Terriglobus albidus]
GH29.QEE51540.1	alpha-L-fucosidase [Flavobacterium alkalisoli]
GH29.QQC44361.1	alpha-L-fucosidase [Schaalia meyeri]
GH29.QQE13237.1	alpha-L-fucosidase [Planctomycetota bacterium]
GH29.QQP95109.1	alpha-L-fucosidase [Lysobacter enzymogenes]
GH29.QXD30311.1	alpha-L-fucosidase [Opitutia bacterium ISCC 52]
GH29.UBF10535.1	alpha-L-fucosidase [Bacteroides ovatus]
GH29.UQZ81831.1	Alpha-L-fucosidase [Paenibacillus konkukensis]
GH29.UQZ82250.1	Alpha-L-fucosidase [Paenibacillus konkukensis]
GH29.USJ36031.1	alpha-L-fucosidase [Dyadobacter fanqingshengii]
GH29.USJ37723.1	alpha-L-fucosidase [Dyadobacter fanqingshengii]
GH29.WCR28455.1	alpha-L-fucosidase [Paenibacillus thiaminolyticus]
GH29.WDF38864.1	alpha-L-fucosidase [Streptomyces sp. T12]
GH29.WDF42820.1	alpha-L-fucosidase [Streptomyces sp. T12]
GH29.WDF67420.1	alpha-L-fucosidase [Sphingobacterium oryzagri]
GH29.WDF68191.1	alpha-L-fucosidase [Sphingobacterium oryzagri]
GH29.AXE90412.1	Alpha-L-fucosidase [Streptomyces sp. Go-475]
GH29.QHD68444.1	alpha-L-fucosidase [Sphingobium yanoikuyae]
GH29.AFL76764.1	alpha-L-fucosidase [Alistipes finegoldii DSM 17242]
GH29.UGQ48791.1	alpha-L-fucosidase [Massilia endophytica]
GH29.AGC62415.1	alpha-L-fucosidase [Mycobacterium liflandii 128FXT]
GH29.UII32697.1	alpha-L-fucosidase [Fulvivirga ulvae]
GH29.AXT60535.1	alpha-L-fucosidase [Aquimarina sp. AD10]
GH29.AXT60538.1	alpha-L-fucosidase [Aquimarina sp. AD10]
GH29.QHF93116.1	alpha-L-fucosidase [Streptomyces sp. NHF165]
GH29.ARK12861.1	alpha-L-fucosidase [Fibrella sp. ES10-3-2-2]
GH29.AYB33599.1	alpha-L-fucosidase [Chryseolinea soli]
GH29.QHS51520.1	alpha-L-fucosidase [Edaphobacter sp. 12200R-103]
GH29.WFA80020.1	alpha-L-fucosidase [Sphingobacterium sp. ML3W]
GH29.AYB33651.1	alpha-L-fucosidase [Chryseolinea soli]
GH29.UIR57478.1	alpha-L-fucosidase [Sphingobacterium sp. SRCM116780]
GH29.WFB69253.1	alpha-L-fucosidase [Chryseobacterium sp. WX]
GH29.QHS52105.1	alpha-L-fucosidase [Edaphobacter sp. 12200R-103]
GH29.QBR12129.1	alpha-L-fucosidase [Sphingobacterium sp. CZ-2]
GH29.UIR57514.1	alpha-L-fucosidase [Sphingobacterium sp. SRCM116780]
GH29.WFD86930.1	alpha-L-fucosidase [Clostridium perfringens]
GH29.ARV13872.1	alpha-L-fucosidase [Polaribacter sp. SA4-12]
GH29.UVR93116.1	alpha-L-fucosidase [Bacteroides thetaiotaomicron]
GH29.WFR63522.1	alpha-L-fucosidase [Paenibacillus amylolyticus]
GH29.QIA08901.1	alpha-L-fucosidase [Draconibacterium halophilum]
GH29.WFR63523.1	alpha-L-fucosidase [Paenibacillus amylolyticus]
GH29.UVS64338.1	alpha-L-fucosidase [Parabacteroides distasonis]
GH29.QCP00060.1	alpha-L-fucosidase [Arthrobacter sp. 24S4-2]
GH29.QTJ58856.1	alpha-L-fucosidase [Dolosigranulum pigrum]
GH29.UWN59040.1	alpha-L-fucosidase [Alistipes indistinctus YIT 12060]
GH29.QCQ42793.1	glycoside hydrolase family 29 [Bacteroides fragilis]
GH29.QTU49908.1	alpha-L-fucosidase [Streptomyces sp. LBUM 1482]
GH29.UWN59145.1	alpha-L-fucosidase [Alistipes indistinctus YIT 12060]
GH29.QTU50172.1	alpha-L-fucosidase [Streptomyces sp. LBUM 1482]
GH29.QUB47207.1	alpha-L-fucosidase [Prevotella sp. oral taxon 475]
GH29.QUB49948.1	alpha-L-fucosidase [Prevotella nigrescens]
GH29.AOM78820.1	alpha-L-fucosidase [Pedobacter steynii]
GH29.AOS72122.1	alpha-L-fucosidase [Streptococcus gordonii]
GH29.ADY52613.1	glycoside hydrolase family 29 (alpha-L-fucosidase) [Pseudopedobacter saltans DSM 12145]
GH29.AOW08576.1	crotonobetainyl-CoA--carnitine CoA-transferase [Flavobacterium gilvum]
GH29.ADY52619.1	glycoside hydrolase family 29 (alpha-L-fucosidase) [Pseudopedobacter saltans DSM 12145]
GH29.AEE53825.1	glycoside hydrolase family 29 (alpha-L-fucosidase) [Haliscomenobacter hydrossis DSM 1100]
GH29.QDO94282.1	alpha-L-fucosidase [Formosa sediminum]
GH29.AEF80605.1	tissue alpha-L-fucosidase (Alpha-L-fucosidaseI) (Alpha-L-fucoside fucohydrolase) [Leadbettera azotonutricia ZAS-9]
GH29.QDP81818.1	alpha-L-fucosidase [Nocardia otitidiscaviarum]
GH29.QDT08228.1	Alpha-L-fucosidase [Planctomycetes bacterium K23_9]
GH29.AZH85001.1	alpha-L-fucosidase [Plantibacter sp. PA-3-X8]
GH29.AZI25118.1	alpha-L-fucosidase [Pedobacter sp. G11]
GH29.QDT08261.1	Alpha-L-fucosidase [Planctomycetes bacterium K23_9]
GH29.QDU87912.1	Alpha-L-fucosidase [Pirellulimonas nuda]
GH29.AZP21806.1	alpha-1,3/4-fucosidase [Streptomyces aquilus]
GH29.AZP22585.1	alpha-L-fucosidase [Streptomyces aquilus]
GH29.QTA55885.1	alpha-L-fucosidase [Streptococcus suis]
GH29.QKZ13846.1	alpha-L-fucosidase [Spirosoma sp. KUDC1026]
GH29.UUU29395.1	alpha-L-fucosidase [Streptomyces sp. CA-210063]
GH29.QTB90137.1	alpha-L-fucosidase [Bifidobacterium saguini]
GH29.QKZ14161.1	alpha-L-fucosidase [Spirosoma sp. KUDC1026]
GH29.UVI29356.1	alpha-L-fucosidase [Paenibacillus spongiae]
GH29.QTE39848.1	alpha-L-fucosidase [Mucilaginibacter gossypii]
GH29.QLK82990.1	alpha-L-fucosidase [Bacteroides sp. PHL 2737]
GH29.UVI30445.1	alpha-L-fucosidase [Paenibacillus spongiae]
GH29.QLL96702.1	alpha-L-fucosidase [Streptococcus oralis subsp. oralis]
GH29.UAY56885.1	alpha-L-fucosidase [Arachidicoccus terrestris]
GH29.QMV70751.1	alpha-L-fucosidase [Sphingobacterium paramultivorum]
GH29.UVO83505.1	alpha-L-fucosidase [Bacteroides fragilis]
GH29.WBS70447.1	alpha-L-fucosidase [Elizabethkingia anophelis]
GH29.UAY57463.1	alpha-L-fucosidase [Arachidicoccus terrestris]
GH29.UBD73128.1	alpha-L-fucosidase [Parabacteroides goldsteinii]
GH29.WCG04553.1	alpha-L-fucosidase [Vagococcus lutrae]
GH29.UBD73175.1	alpha-L-fucosidase [Parabacteroides goldsteinii]
GH29.WCG06902.1	alpha-L-fucosidase [Enterococcus gallinarum]
GH29.ALJ40737.1	Alpha-L-fucosidase [Bacteroides thetaiotaomicron]
GH29.ALK86386.1	Alpha-L-fucosidase [Phocaeicola vulgatus]
GH29.QCZ58534.1	alpha-L-fucosidase [Streptococcus sp. 1643]
GH29.AVM68099.1	alpha-fucosidase [Lachnospiraceae bacterium oral taxon 500]
GH29.QDK78718.1	alpha-L-fucosidase [Spirosoma sp. KCTC 42546]
GH29.AVM70526.1	alpha-L-fucosidase [Lachnospiraceae bacterium oral taxon 500]
GH29.QRY57065.1	alpha-L-fucosidase [Sphingobacterium siyangense]
GH29.QDK79290.1	alpha-L-fucosidase [Spirosoma sp. KCTC 42546]
GH29.AWG22642.1	alpha-L-fucosidase [Flavobacterium faecale]
GH29.QDN95556.1	alpha-L-fucosidase [Streptomyces sp. RLB1-9]
GH29.AWG22650.1	alpha-L-fucosidase [Flavobacterium faecale]
GH29.QIH37090.1	alpha-L-fucosidase [Sphingobacterium sp. DR205]
GH29.QIL38352.1	alpha-L-fucosidase [Pedobacter sp. HDW13]
GH29.QIL38583.1	alpha-L-fucosidase [Pedobacter sp. HDW13]
GH29.URM36210.1	alpha-L-fucosidase [Flavobacterium anhuiense]
GH29.QSZ23567.1	alpha-L-fucosidase (plasmid) [Rhizobium sp. NZLR1]
GH29.USQ99122.1	alpha-L-fucosidase [Sphingomonas aerolata]
GH29.USR01282.1	alpha-L-fucosidase [Sphingomonas aerolata]
GH29.WEG19223.1	alpha-L-fucosidase (plasmid) [Alkalihalophilus pseudofirmus]
GH29.SQI45359.1	alpha-L-fucosidase [Streptococcus cristatus]
GH29.UAY54106.1	alpha-L-fucosidase [Arachidicoccus terrestris]
GH29.WEM94910.1	alpha-L-fucosidase [Telluria mixta]
GH29.UAY54138.1	alpha-L-fucosidase [Arachidicoccus terrestris]
GH29.WEM94942.1	alpha-L-fucosidase [Telluria mixta]
GH29.WEV66261.1	alpha-L-fucosidase [Bifidobacterium sp. ESL0764]
GH29.UBD69700.1	alpha-L-fucosidase [Bacteroides cellulosilyticus]
GH29.AWG22801.1	alpha-L-fucosidase [Flavobacterium faecale]
GH29.AWH92887.1	alpha-L-fucosidase [Dietzia lutea]
GH29.ALJ05442.1	alpha-L-fucosidase [Pseudalgibacter alginicilyticus]
GH29.QEK51578.1	alpha-L-fucosidase [Pedobacter aquae]
GH29.ALJ05443.1	alpha-L-fucosidase [Pseudalgibacter alginicilyticus]
GH29.AWV36813.1	alpha-L-fucosidase [Paenibacillus odorifer]
GH29.ALJ60258.1	Alpha-L-fucosidase [Bacteroides cellulosilyticus]
GH29.QEM02738.1	alpha-L-fucosidase [Mucilaginibacter rubeus]
GH29.QEM02770.1	carbohydrate-binding protein [Mucilaginibacter rubeus]
GH29.ALJ60261.1	Alpha-L-fucosidase [Bacteroides cellulosilyticus]
GH29.QEM87065.1	alpha-L-fucosidase [Glaesserella parasuis]
GH29.QWP08687.1	alpha-L-fucosidase [Akkermansia muciniphila]
GH29.QBE90719.1	alpha-L-fucosidase [Sphingomonas paucimobilis]
GH29.ALN89253.1	alpha-L-fucosidase 1 [Lysobacter gummosus]
GH29.QEM98951.1	alpha-L-fucosidase [Lacticaseibacillus paracasei]
GH29.QBG49333.1	alpha-L-fucosidase [Verrucomicrobia bacterium S94]
GH29.QWW19225.1	alpha-L-fucosidase [Schaalia sp. 19OD2882]
GH29.UWD30872.1	alpha-L-fucosidase [Polaribacter sejongensis]
GH29.UKA49586.1	alpha-L-fucosidase [Arthrobacter sp. FW305-123]
GH29.QQE10168.1	alpha-L-fucosidase [Planctomycetota bacterium]
GH29.UWO03611.1	alpha-L-fucosidase [Bacteroides stercoris ATCC 43183]
GH29.QQE11295.1	alpha-L-fucosidase [Planctomycetota bacterium]
GH29.WDM68773.1	alpha-L-fucosidase [Xanthomonas cucurbitae]
GH29.UKR51977.1	alpha-L-fucosidase [Xanthomonas fragariae]
GH29.QQM39354.1	alpha-L-fucosidase [Streptomyces liliifuscus]
GH29.WEA00462.1	alpha-L-fucosidase [Mucilaginibacter sp. SJ]
GH29.AIQ40954.1	alpha-L-fucosidase [Paenibacillus sp. FSL R5-0912]
GH29.AIQ51002.1	alpha-L-fucosidase [Paenibacillus sp. FSL R7-0331]
GH29.AJC68842.1	alpha-L-fucosidase [Trueperella pyogenes TP8]
GH29.APZ45567.1	alpha-L-fucosidase [Polaribacter reichenbachii]
GH29.APZ45575.1	alpha-L-fucosidase [Polaribacter reichenbachii]
GH29.AQT68111.1	Alpha-L-fucosidase [Anaerohalosphaera lusitana]
GH29.AQT68378.1	Sialidase precursor [Anaerohalosphaera lusitana]
GH29.BAV80670.1	alpha-L-fucosidase [Streptococcus sp. NPS 308]
GH29.QOG00726.1	alpha-L-fucosidase [Flavobacterium sp. MDT1-60]
GH29.BAV95879.1	alpha-L-fucosidase [Lysobacter enzymogenes]
GH29.QOG00735.1	alpha-L-fucosidase [Flavobacterium sp. MDT1-60]
GH29.QOR71000.1	alpha-L-fucosidase [Ruania alkalisoli]
GH29.QOR71503.1	alpha-L-fucosidase [Ruania alkalisoli]
GH29.BBA29550.1	alpha-1,3/4-fucosidase [Prevotella melaninogenica]
GH29.QOY84964.1	alpha-L-fucosidase [Paludibaculum fermentans]
GH29.BBD03062.1	alpha-L-fucosidase [Sphingobium sp. YG1]
GH29.QTO26413.1	alpha-L-fucosidase [Bacteroides sp. ZJ-18]
GH29.QEE29109.1	alpha-L-fucosidase [Terriglobus albidus]
GH29.QTO26591.1	alpha-L-fucosidase [Bacteroides sp. ZJ-18]
GH29.QEH32383.1	Alpha-L-fucosidase [Aquisphaera giovannonii]
GH29.QEH35729.1	Alpha-L-fucosidase [Aquisphaera giovannonii]
GH29.QEM02579.1	alpha-L-fucosidase [Mucilaginibacter rubeus]
GH29.UII78746.1	alpha-L-fucosidase [Flagellimonas sp. CMM7]
GH29.QEM02589.1	alpha-L-fucosidase [Mucilaginibacter rubeus]
GH29.UII81158.1	alpha-L-fucosidase [Flagellimonas sp. CMM7]
GH29.UIX29735.1	discoidin domain-containing protein [Streptomyces sp. GQFP]
GH29.WDE97650.1	alpha-L-fucosidase [Lentisphaera profundi]
GH29.UIZ16205.1	alpha-L-fucosidase [Streptomyces sp. R527F]
GH29.UJP11242.1	alpha-L-fucosidase [Microbacterium sp. KUDC0406]
GH29.WDF75522.1	alpha-L-fucosidase [Mucilaginibacter sp. KACC 22773]
GH29.UTO62139.1	alpha-L-fucosidase [Streptomyces rapamycinicus]
GH29.UTO62387.1	alpha-L-fucosidase [Streptomyces rapamycinicus]
GH29.WDF75630.1	alpha-L-fucosidase [Mucilaginibacter sp. KACC 22773]
GH29.UUN26075.1	alpha-L-fucosidase [Streptomyces sp. FIT100]
GH29.WDI03274.1	alpha-L-fucosidase [Paenibacillus urinalis]
GH29.UUN26484.1	alpha-L-fucosidase [Streptomyces sp. FIT100]
GH29.UUT38148.1	alpha-L-fucosidase [Lacticaseibacillus rhamnosus]
GH29.ARK10413.1	alpha-L-fucosidase [Fibrella sp. ES10-3-2-2]
GH29.ARK12103.1	alpha-L-fucosidase [Fibrella sp. ES10-3-2-2]
GH29.ARS40202.1	alpha-L-fucosidase [Sphingobacteriaceae bacterium GW460-11-11-14-LB5]
GH29.ABR40092.1	glycoside hydrolase family 29, candidate alpha-L-fucosidase [Phocaeicola vulgatus ATCC 8482]
GH29.ARS40232.1	alpha-L-fucosidase [Sphingobacteriaceae bacterium GW460-11-11-14-LB5]
GH29.ABR41654.1	glycoside hydrolase family 29 [Phocaeicola vulgatus ATCC 8482]
GH29.ASG20151.1	alpha-L-fucosidase [Nitrospirillum viridazoti CBAmc]
GH29.ACX65312.1	Alpha-L-fucosidase [Paenibacillus sp. Y412MC10]
GH29.QJD80968.1	alpha-L-fucosidase [Spirosoma rhododendri]
GH29.QCX53117.1	alpha-L-fucosidase [Elizabethkingia sp. JS20170427COW]
GH29.QJD81221.1	alpha-L-fucosidase [Spirosoma rhododendri]
GH29.QCX53916.1	alpha-L-fucosidase [Elizabethkingia sp. JS20170427COW]
GH29.QJS14009.1	alpha-L-fucosidase [Streptomyces argyrophyllae]
GH29.QDH77957.1	alpha-L-fucosidase [Echinicola soli]
GH29.QJS18821.1	alpha-L-fucosidase [Turicibacter sanguinis]
GH29.QDH78510.1	alpha-L-fucosidase [Echinicola soli]
GH29.QDM50572.1	alpha-L-fucosidase [Paenibacillus thiaminolyticus]
GH29.SDS55566.1	alpha-L-fucosidase [Mucilaginibacter mallensis]
GH29.QSZ11142.1	alpha-L-fucosidase (plasmid) [Rhizobium leguminosarum]
GH29.SDU61372.1	alpha-L-fucosidase [Amycolatopsis keratiniphila]
GH29.SDU78238.1	alpha-L-fucosidase [Arcanobacterium phocae]
GH29.QTE22215.1	alpha-L-fucosidase [Polaribacter cellanae]
GH29.SMF80256.1	alpha-L-fucosidase [Paenibacillus uliginis N3/975]
GH29.QTE24042.1	alpha-L-fucosidase [Polaribacter cellanae]
GH29.SMF87752.1	alpha-L-fucosidase [Paenibacillus uliginis N3/975]
GH29.QTJ01947.1	GH29 fucosidase [uncultured bacterium]
GH29.UOX57362.1	alpha-L-fucosidase [Clostridia bacterium UC5.1-1D4]
GH29.VTR48024.1	Alpha-L-fucosidase [Sphingobacterium thalpophilum]
GH29.UPK69382.1	alpha-L-fucosidase [Chitinophaga filiformis]
GH29.WAH39838.1	alpha-L-fucosidase [Alicyclobacillus fastidiosus]
GH29.WAH39839.1	alpha-L-fucosidase [Alicyclobacillus fastidiosus]
GH29.WBB61700.1	alpha-L-fucosidase [Streptomyces sp. WMMC500]
GH29.UPK71113.1	alpha-L-fucosidase [Chitinophaga filiformis]
GH29.UPT20840.1	alpha-L-fucosidase [Thermobifida alba]
GH29.WKN34221.1	alpha-L-fucosidase [Roseihalotalea indica]
GH29.WKX76608.1	alpha-L-fucosidase [Zobellia laminariae]
GH29.WKX76663.1	alpha-L-fucosidase [Zobellia laminariae]
GH29.WLQ61037.1	alpha-L-fucosidase [Streptomyces poriferorum]
GH29.WLQ62177.1	alpha-L-fucosidase [Streptomyces glycanivorans]
GH29.AQT67047.1	Alpha-L-fucosidase [Anaerohalosphaera lusitana]
GH29.QKX65971.1	alpha-L-fucosidase [Enterococcus hirae]
GH29.AQW90575.1	alpha-L-fucosidase [Elizabethkingia anophelis]
GH29.AQX00177.1	alpha-1,3/4-fucosidase [Elizabethkingia anophelis]
GH29.QKZ14175.1	alpha-L-fucosidase [Spirosoma sp. KUDC1026]
GH29.AQX00180.1	alpha-1,3/4-fucosidase [Elizabethkingia anophelis]
GH29.QKZ14584.1	alpha-L-fucosidase [Spirosoma sp. KUDC1026]
GH29.UBF15742.1	alpha-L-fucosidase [Bacteroides fragilis]
GH29.BDG67696.1	alpha-L-fucosidase [Enterococcus innesii]
GH29.QLH24798.1	alpha-L-fucosidase [Streptomyces sp. Rer75]
GH29.UBM58957.1	alpha-L-fucosidase [Marinilongibacter aquaticus]
GH29.UBM59194.1	alpha-L-fucosidase [Marinilongibacter aquaticus]
GH29.UCS95453.1	alpha-L-fucosidase [Echinicola marina]
GH29.QTJ33958.1	alpha-L-fucosidase [Dolosigranulum pigrum]
GH29.CAD0333897.1	alpha-L-fucosidase [Xanthomonas euroxanthea]
GH29.UCS95650.1	alpha-L-fucosidase [Echinicola marina]
GH29.UON83243.1	alpha-L-fucosidase [Dyadobacter chenwenxiniae]
GH29.UON85260.1	alpha-L-fucosidase [Dyadobacter chenwenxiniae]
GH29.UWZ84692.1	alpha-L-fucosidase [Occallatibacter riparius]
GH29.UOY04922.1	alpha-L-fucosidase [Allomuricauda sp. SCSIO 64092]
GH29.UOY04923.1	alpha-L-fucosidase [Allomuricauda sp. SCSIO 64092]
GH29.UWZ85856.1	alpha-L-fucosidase [Occallatibacter riparius]
GH29.UPK72162.1	alpha-L-fucosidase [Chitinophaga filiformis]
GH29.UXN72191.1	alpha-L-fucosidase [Devosia neptuniae]
GH29.UXP31888.1	alpha-L-fucosidase [Reichenbachiella agarivorans]
GH29.WEG34119.1	alpha-L-fucosidase [Amygdalobacter indicium]
GH29.WEO21797.1	alpha-L-fucosidase [Streptomyces caniscabiei]
GH29.WEO22353.1	alpha-L-fucosidase [Streptomyces caniscabiei]
GH29.AFU70782.1	alpha-L-fucosidase [Bifidobacterium asteroides PRL2011]
GH29.AGT82187.1	alpha-L-fucosidase [Amycolatopsis mediterranei RB]
