CDS	condition	species	bin	log2FoldChange	Sialic_protein	Identity	Query_coverage	Subject_coverage	Bitscore	Evalue
SRR10507666|k141_31756_47	cdipos	Escherichia coli	bin.2	15.9006383259707	satD|WP_062009075.1	41.1	85.5	84.6	178.7	1.4999999999999998e-43
SRR10507663|k141_14466_3	diarrheacdineg	Enterococcus_B faecium	SemiBin_28	14.0817188618351	satD|WP_069102428.1	50.0	77.8	85.0	233.0	7.5e-60
SRR10507661|k141_90_3	diarrheacdineg	Enterococcus_B faecium	SemiBin_28	13.7715854040448	satD|WP_069102428.1	50.0	77.8	85.0	233.0	7.5e-60
SRR10507662|k141_48623_95	cdipos	Escherichia coli	bin.2	23.0360226309748	satD|WP_115412169.1	40.0	84.6	75.4	140.6	4.1000000000000003e-32
SRR10507662|k141_35064_13	diarrheacdineg	Pyramidobacter piscolens	SemiBin_70	9.77044250714898	satD|WP_125610213.1	45.6	79.8	94.5	217.2	4.699999999999999e-55
SRR10507666|k141_27510_6	cdipos	Escherichia coli	bin.2	19.6115135478932	satD|WP_207616619.1	45.1	80.0	98.9	244.2	3.7e-63
SRR10507658|k141_31640_6	cdipos	Escherichia coli	bin.2	18.2594871983119	satD|WP_207616619.1	45.1	80.0	98.9	244.2	3.7e-63
SRR10507665|k141_36182_4	cdipos	Eisenbergiella tayi	SemiBin_22_sub	8.45146895543912	satD|WP_210229862.1	42.4	80.6	94.5	231.1	3e-59
SRR10507661|k141_16962_65	diarrheacdineg	Enterococcus_B faecium	SemiBin_28	17.7567989726733	satD|WP_227924124.1	44.6	81.9	94.8	237.7	3.2e-61
SRR10507663|k141_71_76	diarrheacdineg	Enterococcus_B faecium	SemiBin_28	15.8805884517224	satD|WP_227924124.1	44.6	81.9	94.8	237.7	3.2e-61
SRR10507666|k141_18488_8	cdipos	Escherichia coli	bin.2	-12.5900347270648	satD|WP_249736668.1	40.2	89.2	82.5	141.4	2.5e-32
SRR10507658|k141_5080_15	cdipos	Enterocloster bolteae	SemiBin_48_sub	8.11878053966824	satD|WP_311358684.1	48.7	73.7	85.5	225.7	1.3000000000000002e-57
SRR10507662|k141_33668_30	diarrheacdineg	Escherichia coli	SemiBin_30	8.49917625962824	satD|WP_419102340.1	46.1	79.7	90.7	232.6	1.1000000000000002e-59
SRR10507661|k141_10104_71	diarrheacdineg	Enterococcus_B faecium	SemiBin_28	16.2796234494411	satD|WP_436072170.1	40.5	70.7	95.3	164.1	5.1e-39
SRR10507662|k141_20231_42	diarrheacdineg	Pyramidobacter piscolens	SemiBin_70	10.5365026993298	siaM|siaM_10307_bv	100.0	99.3	100.0	810.4	1.6999999999999999e-233
SRR10507658|k141_11379_33	cdipos	Escherichia coli	bin.2	-12.5649898247829	siaM|siaM_2231_bv	100.0	99.8	100.0	789.3	4.0000000000000002e-227
SRR10507666|k141_12523_43	cdipos	Escherichia coli	bin.2	20.4004066592971	siaM|siaM_3328_bv	100.0	99.8	100.0	790.4	1.8000000000000002e-227
SRR10507662|k141_17857_165	diarrheacdineg	Enterocloster bolteae	SemiBin_60	10.3081202838315	siaM|siaM_403770_bv	100.0	99.8	100.0	788.1	8.800000000000001e-227
SRR10507662|k141_29810_149	diarrheacdineg	Enterocloster bolteae	SemiBin_60	6.8885962443673	siaM|siaM_60605_bv	100.0	99.8	100.0	741.9	7.300000000000001e-213
SRR10507662|k141_115_310	diarrheacdineg	Enterocloster bolteae	SemiBin_60	6.89007032552656	siaM|siaM_78429_bv	100.0	99.8	100.0	767.3	1.5999999999999998e-220
SRR10507658|k141_3147_40	cdipos	Escherichia coli	bin.2	20.8203932219492	siaP|siaP_733330_bv	100.0	72.6	96.4	468.0	1.5000000000000001e-130
SRR10507666|k141_12523_41	cdipos	Escherichia coli	bin.2	20.7544599416551	siaP|siaP_733330_bv	100.0	72.6	96.4	468.0	1.5000000000000001e-130
SRR10507663|k141_14750_20	diarrheacdineg	Enterococcus_B faecium	SemiBin_28	16.5898685142301	siaQ|siaQ_327815_bv	54.5	95.6	93.8	153.7	3.1e-36
SRR10507666|k141_40091_32	cdipos	Escherichia coli	bin.2	-11.5263991930477	siaQ|siaQ_3733_bv	100.0	99.4	100.0	318.2	9.6e-86
SRR10507658|k141_3147_41	cdipos	Escherichia coli	bin.2	20.3710520978439	siaQ|siaQ_388033_bv	100.0	99.4	97.7	304.7	1.1e-81
SRR10507666|k141_12523_42	cdipos	Escherichia coli	bin.2	18.598747828645	siaQ|siaQ_388033_bv	100.0	99.4	97.7	304.7	1.1e-81
SRR10507658|k141_31782_21	cdipos	Escherichia coli	bin.2	20.6842094275764	siaT|siaT_19174_uniprot	90.6	99.8	100.0	716.5	3.2e-205
SRR10507658|k141_15094_143	cdipos	Escherichia coli	bin.2	-13.3112628449299	siaT|siaT_3434_uniprot	100.0	99.8	100.0	729.6	3.7000000000000003e-209
SRR10507661|k141_25001_32	diarrheacdineg	Enterococcus_B faecium	SemiBin_28	17.5884253890925	siaT|siaT_43096_uniprot	100.0	99.8	100.0	763.5	2.3e-219
SRR10507663|k141_14750_21	diarrheacdineg	Enterococcus_B faecium	SemiBin_28	17.5065569061559	siaT|siaT_43096_uniprot	100.0	99.8	100.0	763.5	2.3e-219
SRR10507662|k141_43149_74	diarrheacdineg	Pyramidobacter piscolens	SemiBin_70	10.4834056298574	siaT|siaT_47535_uniprot	52.0	98.1	99.3	379.8	7.100000000000001e-104
