qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	baseMean	log2FoldChange	padj
SRR11927434|k99_18171_6	GH2.ADY34049.1	69.0	1021	313	2	2	1020	10	1029	0.0e+00	1543.5	37.0464580402944	6.76783061041646	0.0313857931512196
SRR11927448|k99_3053_5	WP_251619867.1	83.8	686	111	0	1	686	13	698	0.0e+00	1194.5	20.5118013542347	-7.44312254847482	0.0319012771626278
SRR11927463|k99_16295_25	GH123.UYU49224.1	52.8	602	268	6	1	589	1	599	5.6e-191	666.8	21.2362915229343	8.33231027319146	0.0319032647131983
SRR11927463|k99_27085_16	GH20.ADV44725.1	65.6	643	216	3	24	663	28	668	3.9e-265	913.3	22.4450101707577	7.00333678410994	0.0319803107481943
SRR11927463|k99_28089_22	WP_245820198.1	57.5	676	287	0	4	679	20	695	1.3e-231	802.0	24.1505003798025	7.41619580060364	0.0321848756873288
SRR11927437|k99_18703_10	GH20.QRO51603.1	59.3	749	299	4	12	758	10	754	7.1e-271	932.6	21.6413779187322	8.35955684019468	0.0321967386163399
SRR11927448|k99_2966_1	GH2.UWP48101.1	69.2	834	252	2	1	829	1	834	0.0e+00	1260.0	27.1550012919976	-8.43354249524633	0.0327430238680537
SRR11927448|k99_17328_1	GH2.ADY31985.1	64.6	813	287	1	25	837	23	834	0.0e+00	1160.2	29.2370327455286	-7.06612580570378	0.0328068774496777
SRR11927434|k99_23966_3	GH20.ADV44725.1	65.6	643	216	3	24	663	28	668	3.9e-265	913.3	23.5566842987956	7.76709442931903	0.0335550714304381
SRR11927437|k99_15512_27	GH2.WIO73987.1	44.5	667	340	11	8	650	18	678	3.3e-155	548.1	19.9188315504327	8.23987777968346	0.0336360017230608
SRR11927437|k99_19075_2	GH123.UYU49224.1	52.8	602	268	6	1	589	1	599	5.6e-191	666.8	19.4676496580708	8.20681540885737	0.03378315390885
SRR11927463|k99_36216_52	GH2.ADY31985.1	64.3	827	292	2	13	837	9	834	0.0e+00	1168.3	27.6163249026316	7.35719590874452	0.0338553797866307
SRR11927434|k99_16198_9	GH3.ALJ01444.1	40.9	536	310	4	27	557	23	556	2.8e-113	408.7	19.7635687033683	8.22869189128094	0.0338571706863371
SRR11927437|k99_17083_4	WP_083535713.1	43.2	777	389	20	215	976	27	766	1.4e-165	583.2	29.9071686121326	6.91905569852422	0.0343698859677278
SRR11927463|k99_23681_15	AAO78901.1	66.6	497	163	1	19	515	24	517	2.0e-208	724.5	19.1681586648506	8.18455049374357	0.0347491955005952
SRR11927434|k99_21279_4	GH2.WIO73987.1	45.3	587	300	8	1	570	96	678	3.7e-142	504.6	19.2813621629252	7.66238938676024	0.0349023226532355
SRR11927436|k99_4293_2	WP_083535713.1	43.0	776	392	19	215	976	27	766	4.7e-166	584.7	27.7999685558828	7.2695123317872	0.03510402615435
SRR11927448|k99_7048_2	WP_245820198.1	57.0	676	291	0	4	679	20	695	3.2e-230	797.3	20.7108400953076	-7.75182963752414	0.0353949391253069
SRR11927448|k99_3057_9	GH20.QIL41543.1	48.8	744	351	7	28	765	57	776	3.3e-207	721.1	20.6003624578228	-7.74397257920761	0.0354145257322548
SRR11927449|k99_410_2	GH29.SCM55387.1	54.8	691	303	4	3	689	4	689	2.0e-219	761.5	20.9448278234212	-7.76759061236887	0.0354560343671249
SRR11927448|k99_4247_8	GH20.ADV44725.1	65.5	643	217	3	24	663	28	668	4.3e-264	909.8	17.759774618726	-7.23691555537016	0.0355018142333481
SRR11927435|k99_10101_2	GH123.UVR24459.1	56.5	559	237	5	26	580	26	582	1.2e-188	659.1	18.4857564057192	8.13217182963051	0.0355133737595363
SRR11927435|k99_42931_1	GH3.ALJ01444.1	40.3	534	316	3	27	557	23	556	3.0e-113	408.7	18.662183558802	8.14587019260187	0.0357458907423499
SRR11927434|k99_20597_4	GH33.UNY97738.1	48.8	535	254	4	1	516	1	534	5.9e-152	537.0	18.4536819263286	8.12979480214976	0.0361097021610292
SRR11927463|k99_23681_32	GH2.WIO73987.1	44.5	667	340	11	8	650	18	678	1.9e-155	548.9	18.3946501263723	7.59432799467103	0.0363585706027436
SRR11927450|k99_601_1	GH20.QRO51603.1	58.8	760	304	6	1	757	1	754	6.0e-270	929.5	23.9356547652985	-8.25106917870324	0.0366452067983079
SRR11927448|k99_18004_1	GH20.QRO51603.1	58.8	760	304	6	5	761	1	754	6.0e-270	929.5	23.6233704718687	-8.23259018677519	0.036655834359588
SRR11927439|k99_27753_2	WP_242965037.1	48.1	285	146	2	1	284	100	383	1.4e-73	275.8	6.51002163285933	4.0015828027921	0.036788568853367
SRR11927434|k99_23344_1	AAO78283.1	67.0	521	162	5	4	521	1	514	1.0e-212	738.8	17.5016155270026	8.05330356493571	0.0368543143891772
SRR11927434|k99_2616_6	AAO78901.1	66.6	497	163	1	19	515	24	517	2.0e-208	724.5	17.5370404154634	8.05624623941333	0.0370593181298759
SRR11927434|k99_1650_9	GH20.UVQ48142.1	59.0	478	192	2	60	535	68	543	8.5e-178	622.9	16.0086679361592	7.59752161995672	0.0372144002724257
SRR11927434|k99_12511_3	WP_245820198.1	57.5	676	287	0	4	679	20	695	1.3e-231	802.0	22.626720565752	7.69907233983631	0.0374472653533799
SRR11927463|k99_34318_16	GH33.UNY97738.1	48.8	535	254	4	1	516	1	534	5.9e-152	537.0	17.7148771177661	8.07089071864443	0.0376214124691375
SRR11927439|k99_9928_2	WP_245820198.1	54.3	674	306	2	33	704	21	694	1.2e-219	762.3	19.7879162369739	6.82193262145389	0.0386177014256074
SRR11927437|k99_3070_3	GH33.UNY97738.1	49.0	535	253	4	1	516	1	534	4.5e-152	537.3	16.7193642545252	7.98726074383762	0.0388190158910173
SRR11927434|k99_14596_14	GH2.CBL02867.1	64.4	1035	351	6	1	1026	1	1027	0.0e+00	1415.6	27.9817186446177	6.96577233252208	0.0390687972241754
SRR11927437|k99_4101_26	AAO78283.1	67.0	521	162	5	3	520	1	514	1.0e-212	738.8	16.2895478427386	7.9497282834326	0.0393765711032155
SRR11927463|k99_9918_7	GH20.UVQ48142.1	59.0	478	192	2	59	534	68	543	8.5e-178	622.9	16.8185605503168	7.99602909912405	0.0393878814554609
SRR11927436|k99_15616_2	AAO78901.1	66.6	497	163	1	19	515	24	517	2.0e-208	724.5	15.9038157302496	7.91498373136182	0.039574464492373
SRR11927435|k99_8500_1	GH20.UVQ48142.1	59.2	478	191	2	57	532	68	543	3.4e-179	627.5	16.0971974835084	7.93254968090179	0.0395777071604516
SRR11927435|k99_20395_6	AAO78901.1	66.4	497	164	1	19	515	24	517	1.3e-207	721.8	15.8856988774499	7.91350684795338	0.0397916414396261
SRR11927437|k99_15512_10	AAO78901.1	66.4	497	164	1	19	515	24	517	1.3e-207	721.8	15.9441246768515	7.91879620011788	0.03988025832966
SRR11927463|k99_15307_17	AAO78283.1	67.0	521	162	5	3	520	1	514	7.9e-213	739.2	15.8163155641175	7.90729238045669	0.0401968616749231
SRR11927436|k99_20028_2	GH123.UYU49224.1	55.8	527	230	2	1	525	74	599	1.0e-183	642.5	15.5967034481582	7.88698115216657	0.0403558997241712
SRR11927434|k99_23063_3	GH123.QCT76299.1	58.5	484	200	1	12	494	130	613	7.8e-178	622.9	15.1801981592715	7.84797983515493	0.0411208644389791
SRR11927435|k99_2495_2	WP_251620484.1	87.2	732	94	0	1	732	1	732	0.0e+00	1367.8	22.4031756122863	7.05460966438851	0.0411640433028605
SRR11927450|k99_8682_1	GH29.SCM55387.1	55.2	677	294	4	1	673	18	689	8.0e-218	756.1	17.4045263393102	-7.49892133989817	0.0413993530556785
SRR11927435|k99_34311_1	AAO78283.1	67.0	521	162	5	3	520	1	514	1.0e-212	738.8	15.1437641680818	7.84449429198808	0.0414221255962181
SRR11927436|k99_4102_1	GH33.UNY97738.1	49.1	529	249	4	2	511	4	531	2.4e-150	531.6	15.0488142072049	7.83523279982312	0.0415004604778274
SRR11927436|k99_23920_4	AAO78283.1	67.1	519	161	5	2	517	3	514	3.0e-212	737.3	15.0591165320394	7.83616491769579	0.0415042488682772
SRR11927444|k99_14602_3	GH36.QDW75218.1	58.3	731	303	2	11	740	12	741	5.3e-255	879.8	9.78676921757822	-8.04652627606384	0.0416488666294066
SRR11927437|k99_16200_1	GH109.QUU07859.1	82.6	470	79	2	1	468	2	470	9.8e-239	825.1	12.6375843566662	7.29900774552862	0.0417979586452898
SRR11927449|k99_13421_19	GH20.QRO51603.1	58.6	760	306	6	1	757	1	754	6.6e-269	926.0	19.7849305095299	-7.97678032813498	0.0418904764594572
SRR11927435|k99_28743_2	GH20.ADV44725.1	65.6	643	216	3	24	663	28	668	5.1e-265	912.9	21.4358009214729	6.99226547214193	0.0420451580426347
SRR11927448|k99_1432_3	WP_066402067.1	75.4	710	174	1	3	711	2	711	0.0e+00	1140.2	19.5881878463282	-7.96257290653634	0.0421846718083317
SRR11927437|k99_15801_9	GH20.UVQ48142.1	59.2	478	191	2	59	534	68	543	3.5e-179	627.5	14.7419122998286	7.80571881021586	0.042570015753709
SRR11927462|k99_4177_4	WP_251317632.1	76.2	240	56	1	78	317	70	308	1.3e-104	379.0	9.72090691744033	4.34670282284067	0.0431438794412242
SRR11927449|k99_12363_4	GH89.UHZ88335.1	64.3	715	252	2	2	713	4	718	1.0e-295	1015.0	22.5450367688729	-7.49784330784111	0.0432106839934483
SRR11927450|k99_3410_2	GH2.WIO73987.1	44.8	656	334	9	19	650	27	678	1.2e-157	556.2	18.681623968121	-7.01687458267139	0.043451050552558
SRR11927436|k99_11441_1	GH20.QDM08718.1	69.7	542	160	4	1	539	1	541	6.3e-229	792.7	16.3357150424727	6.1681309144537	0.0435696035198515
SRR11927449|k99_2263_26	GH123.UYU49224.1	53.5	602	264	5	1	589	1	599	5.6e-191	666.8	18.3788439999099	-7.87068041355369	0.0436385318809984
SRR11927463|k99_27630_6	WP_251619867.1	82.4	686	121	0	1	686	13	698	0.0e+00	1177.5	16.5366774935991	7.25546625781962	0.0442967832324753
SRR11927463|k99_21232_6	GH2.ADY34049.1	68.8	1030	318	2	1	1028	1	1029	0.0e+00	1548.5	36.5505973637436	7.0555320570282	0.0445427027712807
SRR11927434|k99_23941_8	GH36.ADL06712.1	46.8	714	376	2	1	710	1	714	3.3e-201	701.0	12.6488591889202	6.86211544295769	0.0446120314156058
SRR11927448|k99_3798_8	AAO78901.1	66.3	517	169	1	2	513	1	517	3.0e-212	737.3	18.0279428358794	-7.84246143445235	0.0448199699746755
SRR11927448|k99_7883_2	GH123.UYU49224.1	53.3	602	265	5	1	589	1	599	2.1e-190	664.8	18.0388841006785	-7.84342273930043	0.0448283447137805
SRR11927434|k99_13877_2	WP_251620484.1	87.0	732	95	0	1	732	1	732	0.0e+00	1366.3	24.1628967564053	6.52943648723592	0.0450424806748512
SRR11927437|k99_6140_1	GH2.AWZ38459.1	88.2	934	110	0	1	934	64	997	0.0e+00	1755.0	14.1487377380232	7.74628059955334	0.0450876445231678
SRR11927436|k99_1352_2	GH89.UHZ88335.1	64.5	715	251	2	2	713	4	718	1.1e-294	1011.5	20.1298621681314	6.89708825057875	0.0451473545504558
SRR11927448|k99_10023_16	GH33.UNY97738.1	48.8	535	254	4	1	516	1	534	1.7e-151	535.4	15.7357044284005	-7.35483212544487	0.0453520113474865
SRR11927435|k99_273_2	GH109.QUU07859.1	83.9	460	71	2	5	462	12	470	2.8e-238	823.5	13.2298775442959	7.64956121225396	0.0455616804113712
SRR11927448|k99_9776_2	GH2.ADY34049.1	69.3	1030	313	2	1	1028	1	1029	0.0e+00	1551.6	35.0451058741579	-5.94073019470411	0.0456766377461515
SRR11927462|k99_378_8	GH36.AXM89529.1	49.2	733	361	5	2	728	3	730	1.0e-210	732.6	24.4612486862501	3.32735816668879	0.0457849228550062
SRR11927434|k99_17494_7	GH109.QUU07859.1	82.6	470	79	2	1	468	2	470	3.4e-239	826.6	13.7544024333958	7.17427331914201	0.0458633825771545
SRR11927462|k99_3572_3	WP_242965037.1	48.2	384	195	3	1	381	1	383	2.0e-96	352.1	9.10267807285513	3.59625485277149	0.0459351366936189
SRR11927448|k99_3057_10	GH20.UVQ48142.1	60.3	478	186	2	59	534	68	543	6.3e-181	633.3	17.6888986971943	-7.81524380721926	0.0460437526135545
SRR11927436|k99_7687_2	WP_035456300.1	52.1	463	218	4	18	476	21	483	2.1e-143	508.4	13.0568377601172	7.63008579123802	0.046355795385121
SRR11927436|k99_13938_1	WP_083535713.1	69.0	564	168	4	1	559	206	767	9.7e-241	832.0	12.9006372021592	7.61296536890935	0.0463592881688044
SRR11927449|k99_13342_56	GH2.QUT69940.1	70.1	1117	328	3	4	1115	8	1123	0.0e+00	1672.1	33.4573711317927	-5.86364424632851	0.0466047913740592
SRR11927463|k99_19054_7	GH109.QUU07859.1	82.6	470	79	2	1	468	2	470	3.4e-239	826.6	12.7755651996278	7.59928724186071	0.0468457349276458
SRR11927435|k99_3665_2	WP_251619867.1	82.5	698	122	0	13	710	1	698	0.0e+00	1203.0	18.9348591238648	6.41142184941054	0.0468965094774456
SRR11927448|k99_11827_2	GH2.WIO73987.1	43.2	653	297	9	19	598	27	678	2.6e-146	518.5	18.7882868159353	-7.3180764850446	0.0469495715800749
SRR11927463|k99_7162_2	GH42.UTB41899.1	52.0	698	293	7	1	695	1	659	5.2e-212	736.9	12.16970095715	6.79861508795519	0.0472009660387548
SRR11927463|k99_13671_2	GH36.AVM41756.1	56.1	690	299	2	1	690	36	721	8.9e-244	842.4	13.1867801283227	7.64503820128143	0.0472155150113739
SRR11927449|k99_8915_9	GH20.QDM08718.1	69.9	542	159	4	1	539	1	541	3.3e-230	797.0	18.8368715166991	-7.32260185131126	0.0475836653176282
SRR11927435|k99_36545_1	GH2.WIO73987.1	43.9	618	317	11	17	610	7	618	1.9e-141	502.3	18.6393669558502	6.38785665752544	0.047889206182205
SRR11927463|k99_3023_6	GH2.QUT69940.1	70.2	1121	326	4	2	1115	4	1123	0.0e+00	1666.7	40.3123924136048	6.21488121502118	0.0481936792986941
SRR11927449|k99_3000_1	AAO78283.1	66.8	521	163	5	3	520	1	514	5.1e-212	736.5	16.1055586231905	-7.68031202550116	0.0486925240751352
SRR11927449|k99_1703_16	GH35.QUT54628.1	78.0	628	136	2	1	628	4	629	1.1e-304	1044.6	16.162557689298	-7.68534162758596	0.0489292136858422
SRR11927434|k99_7970_2	GH29.BDF54907.1	70.4	423	119	2	8	430	12	428	1.9e-191	667.9	11.9707640750799	7.50540914009617	0.0491474922281008
SRR11927434|k99_24055_1	GH2.QUT69940.1	70.2	1121	326	4	2	1115	4	1123	0.0e+00	1666.7	41.7417811717633	6.54228332424372	0.049276938380401
SRR11927463|k99_4387_10	WP_251620484.1	87.0	732	95	0	1	732	1	732	0.0e+00	1366.3	21.7448490712071	6.37579162140639	0.0493047678371127
SRR11927450|k99_12150_2	GH123.UYU49224.1	53.2	602	266	5	1	589	1	599	5.6e-191	666.8	15.9034184452765	-7.66037575683124	0.0495149214994686
SRR11927435|k99_16298_1	GH29.SCM55387.1	55.7	677	291	4	1	673	18	689	4.6e-221	766.9	22.0172058104037	6.75092299812515	0.0496105944897638
