ID	Cluster
GH29.UNY97448.1	GH29
GH29.UWX62123.1	GH29
GH29.WJK48589.1	GH29
GH29.WKL43777.1	GH29
GH29.WKL43790.1	GH29
GH29.WKV08263.1	GH29
GH29.WKX07154.1	GH29
GH29.UOE51047.1	GH29
GH29.QQT32033.1	GH29
GH29.QHW31138.1	GH29
GH29.QHW31144.1	GH29
GH29.UFH35498.1	GH29
GH29.UFU03603.1	GH29
GH29.AXE80912.1	GH29
GH29.QIB43238.1	GH29
GH29.UFU05979.1	GH29
GH29.AXE80937.1	GH29
GH29.AXN39279.1	GH29
GH29.AXP80102.1	GH29
GH29.UHG89465.1	GH29
GH29.UHG92077.1	GH29
GH29.AXY72486.1	GH29
GH29.WJK45196.1	GH29
GH29.WJK45594.1	GH29
GH29.WDQ31363.1	GH29
GH29.AMM21593.1	GH29
GH29.AVM42749.1	GH29
GH29.AVV47680.1	GH29
GH29.AVV52867.1	GH29
GH29.AWM74183.1	GH29
GH29.AWM74571.1	GH29
GH29.CAZ97782.1	GH29
GH29.CAZ98814.1	GH29
GH29.CBZ01552.1	GH29
GH29.CCG98028.1	GH29
GH29.QGK73248.1	GH29
GH29.QGW28569.1	GH29
GH29.QGW28577.1	GH29
GH29.QHC68614.1	GH29
GH29.QXR00105.1	GH29
GH29.QXT35730.1	GH29
GH29.UNE48418.1	GH29
GH29.UNE49206.1	GH29
GH29.UNS97034.1	GH29
GH29.AHW58723.1	GH29
GH29.AIC77304.1	GH29
GH29.AOM77196.1	GH29
GH29.AIC93184.1	GH29
GH29.APO45994.1	GH29
GH29.QCO47994.1	GH29
GH29.AXY72929.1	GH29
GH29.QCX37323.1	GH29
GH29.AXY72933.1	GH29
GH29.QCX37325.1	GH29
GH29.QHT59657.1	GH29
GH29.AYC36222.1	GH29
GH29.QHT71220.1	GH29
GH29.AYL96794.1	GH29
GH29.QNN43743.1	GH29
GH29.QNN44663.1	GH29
GH29.UBB25596.1	GH29
GH29.QNR83301.1	GH29
GH29.UBB25601.1	GH29
GH29.QOD60487.1	GH29
GH29.QRR00689.1	GH29
GH29.QRR00693.1	GH29
GH29.UUW07984.1	GH29
GH29.QRY57115.1	GH29
GH29.WCF11254.1	GH29
GH29.WIB60904.1	GH29
GH29.WIM23839.1	GH29
GH29.WIM27309.1	GH29
GH29.WIX91927.1	GH29
GH29.WIX92297.1	GH29
GH29.ANP50937.1	GH29
GH29.ANP56500.1	GH29
GH29.ANS70509.1	GH29
GH29.QIB42290.1	GH29
GH29.ANS70589.1	GH29
GH29.QIB42777.1	GH29
GH29.ANY73911.1	GH29
GH29.BBK89475.1	GH29
GH29.BCJ33211.1	GH29
GH29.BCJ34328.1	GH29
GH29.BCV14681.1	GH29
GH29.QII44877.1	GH29
GH29.QIL38587.1	GH29
GH29.QZT37512.1	GH29
GH29.QZY20507.1	GH29
GH29.QZZ25022.1	GH29
GH29.QQV77352.1	GH29
GH29.SCM58935.1	GH29
GH29.QQY39446.1	GH29
GH29.SCM59765.1	GH29
GH29.QRN55867.1	GH29
GH29.WCC80471.1	GH29
GH29.WCJ58507.1	GH29
GH29.USI74862.1	GH29
GH29.ALJ47197.1	GH29
GH29.ALJ48524.1	GH29
GH29.AXT51305.1	GH29
GH29.AXT58952.1	GH29
GH29.AXY73828.1	GH29
GH29.AXY73953.1	GH29
GH29.QCX52562.1	GH29
GH29.AYC42932.1	GH29
GH29.QUT60657.1	GH29
GH29.QDK77705.1	GH29
GH29.WAC40728.1	GH29
GH29.WGT68553.1	GH29
GH29.UNY97479.1	GH29
GH29.QLG42611.1	GH29
GH29.WHU04146.1	GH29
GH29.QMV66429.1	GH29
GH29.WHU04581.1	GH29
GH29.UOY04949.1	GH29
GH29.UOY08299.1	GH29
GH29.ALJ47147.1	GH29
GH29.ALL53570.1	GH29
GH29.ALM48917.1	GH29
GH29.BCJ31310.1	GH29
GH29.QFQ13003.1	GH29
GH29.QFQ13662.1	GH29
GH29.QUR67683.1	GH29
GH29.QOY86470.1	GH29
GH29.QOY86471.1	GH29
GH29.ULB35409.1	GH29
GH29.UVQ45494.1	GH29
GH29.ULQ54671.1	GH29
GH29.ULQ55219.1	GH29
GH29.UMB53758.1	GH29
GH29.WEO93973.1	GH29
GH29.WEV40215.1	GH29
GH29.ANH82711.1	GH29
GH29.ANH83611.1	GH29
GH29.AUP80531.1	GH29
GH29.UKB85818.1	GH29
GH29.AUP80542.1	GH29
GH29.WMJ86360.1	GH29
GH29.UKJ05875.1	GH29
GH29.QBM76007.1	GH29
GH29.WP_005657265.1	GH29
GH29.QMU97240.1	GH29
GH29.UKJ05880.1	GH29
GH29.QBN18984.1	GH29
GH29.QCD36455.1	GH29
GH29.QMU98004.1	GH29
GH29.QCD36457.1	GH29
GH29.QWL83921.1	GH29
GH29.UKS26990.1	GH29
GH29.UZH56703.1	GH29
GH29.UZR97747.1	GH29
GH29.UZR98940.1	GH29
GH29.QWP77360.1	GH29
GH29.ACB75328.1	GH29
GH29.ACO33974.1	GH29
GH29.ACQ79705.1	GH29
GH29.AQT70029.1	GH29
GH29.ADF54474.1	GH29
GH29.AQT70034.1	GH29
GH29.ADF54475.1	GH29
GH29.QDV86435.1	GH29
GH29.QDZ60481.1	GH29
GH29.BCJ11501.1	GH29
GH29.QEC63172.1	GH29
GH29.QEC63270.1	GH29
GH29.QVY66919.1	GH29
GH29.QNR87053.1	GH29
GH29.QVY67466.1	GH29
GH29.QOS78812.1	GH29
GH29.QOS82154.1	GH29
GH29.UOE25097.1	GH29
GH29.UOH76776.1	GH29
GH29.UOX93017.1	GH29
GH29.UOY04917.1	GH29
GH29.VTR52450.1	GH29
GH29.WEM95609.1	GH29
GH29.WEM95896.1	GH29
GH29.WEV36503.1	GH29
GH29.WFA79549.1	GH29
GH29.APH43579.1	GH29
GH29.BCA60842.1	GH29
GH29.QEC79480.1	GH29
GH29.QEC79696.1	GH29
GH29.QEG24891.1	GH29
GH29.QEG25252.1	GH29
GH29.QEL04336.1	GH29
GH29.QNP56154.1	GH29
GH29.QZE14269.1	GH29
GH29.QZT37557.1	GH29
GH29.QNS02189.1	GH29
GH29.QZT37560.1	GH29
GH29.QNS02233.1	GH29
GH29.SCD22148.1	GH29
GH29.SCD22150.1	GH29
GH29.VTR33774.1	GH29
GH29.WAC49875.1	GH29
GH29.UNU44085.1	GH29
GH29.UOE51949.1	GH29
GH29.WAZ25286.1	GH29
GH29.WMS27492.1	GH29
GH29.WMS27869.1	GH29
GH29.AFD07421.1	GH29
GH29.AFD07787.1	GH29
GH29.AFY84991.1	GH29
GH29.AQP48907.1	GH29
GH29.BAU52636.1	GH29
GH29.BAV10002.1	GH29
GH29.BBC38762.1	GH29
GH29.QES87202.1	GH29
GH29.QES87579.1	GH29
GH29.QNI30816.1	GH29
GH29.QNI31888.1	GH29
GH29.QNK60490.1	GH29
GH29.QNK60811.1	GH29
GH29.QNN40794.1	GH29
GH29.QXV64703.1	GH29
GH29.QXV65024.1	GH29
GH29.QYN59225.1	GH29
GH29.VDZ89630.1	GH29
GH29.VEH14397.1	GH29
GH29.VEH14672.1	GH29
GH29.WDF76864.1	GH29
GH29.AHF14366.1	GH29
GH29.AHF14719.1	GH29
GH29.AHI53815.1	GH29
GH29.AIC77299.1	GH29
GH29.ATY12989.1	GH29
GH29.QFX85926.1	GH29
GH29.QFY07437.1	GH29
GH29.QGW28833.1	GH29
GH29.QNO29001.1	GH29
GH29.QNT66686.1	GH29
GH29.QVJ80986.1	GH29
GH29.QVJ80987.1	GH29
GH29.QWO86112.1	GH29
GH29.ULB35995.1	GH29
GH29.ULT24867.1	GH29
GH29.UYO04050.1	GH29
GH29.UYO05853.1	GH29
GH29.WDF57222.1	GH29
GH29.WDF80324.1	GH29
GH29.CDT08686.1	GH29
GH29.EAR02046.1	GH29
GH29.EAR02290.1	GH29
GH29.OQP40061.1	GH29
GH29.QFJ53856.1	GH29
GH29.QFK71956.1	GH29
GH29.QFU98785.1	GH29
GH29.QNR83305.1	GH29
GH29.UAJ79587.1	GH29
GH29.AEL11612.1	GH29
GH29.AFL89180.1	GH29
GH29.WDF57425.1	GH29
GH29.WDF60772.1	GH29
GH29.WDF81233.1	GH29
GH29.WDF81330.1	GH29
GH29.ADV82602.1	GH29
GH29.AXY72920.1	GH29
GH29.AEI48685.1	GH29
GH29.AYB47562.1	GH29
GH29.AEI49018.1	GH29
GH29.AYL95548.1	GH29
GH29.ANI90779.1	GH29
GH29.ANS73248.1	GH29
GH29.ANS73265.1	GH29
GH29.QNI33937.1	GH29
GH29.SDT28616.1	GH29
GH29.SEB05856.1	GH29
GH29.QNI34589.1	GH29
GH29.SMD45427.1	GH29
GH29.URK68321.1	GH29
GH29.USU10048.1	GH29
GH29.QNK61998.1	GH29
GH29.QNK62939.1	GH29
GH29.QNN20750.1	GH29
GH29.QSB28833.1	GH29
GH29.QSB29332.1	GH29
GH29.QSY58179.1	GH29
GH29.QTE24043.1	GH29
GH29.WBO61960.1	GH29
GH29.AKH81268.1	GH29
GH29.AKH82477.1	GH29
GH29.AKP51552.1	GH29
GH29.AKP51713.1	GH29
GH29.AWW00130.1	GH29
GH29.AWW29223.1	GH29
GH29.AXJ94398.1	GH29
GH29.QRO24330.1	GH29
GH29.QDT67307.1	GH29
GH29.QRO24346.1	GH29
GH29.QDT68850.1	GH29
GH29.QRR03854.1	GH29
GH29.QIL40858.1	GH29
GH29.QUE51199.1	GH29
GH29.QUE51206.1	GH29
GH29.QIU97020.1	GH29
GH29.QUI22744.1	GH29
GH29.QJB31902.1	GH29
GH29.QUI24451.1	GH29
GH29.UIR55279.1	GH29
GH29.QJB31921.1	GH29
GH29.UIR55283.1	GH29
GH29.UJH68776.1	GH29
GH29.WGU42043.1	GH29
GH29.UJH68778.1	GH29
GH29.WGU94245.1	GH29
GH29.UKA50531.1	GH29
GH29.WIB62968.1	GH29
GH29.AHF15524.1	GH29
GH29.AHF15780.1	GH29
GH29.AHW58533.1	GH29
GH29.ANU58318.1	GH29
GH29.ANU58346.1	GH29
GH29.AOM76216.1	GH29
GH29.AWZ13482.1	GH29
GH29.AXI74697.1	GH29
GH29.AXP81452.1	GH29
GH29.AXP81465.1	GH29
GH29.QBQ39923.1	GH29
GH29.QBQ41841.1	GH29
GH29.QCO47977.1	GH29
GH29.QEE29873.1	GH29
GH29.QEE30287.1	GH29
GH29.QEH37742.1	GH29
GH29.QEH40709.1	GH29
GH29.QLH25947.1	GH29
GH29.QMV20360.1	GH29
GH29.QMV66396.1	GH29
GH29.QMW03539.1	GH29
GH29.QMW03840.1	GH29
GH29.QQD13457.1	GH29
GH29.QQL45901.1	GH29
GH29.QQT25600.1	GH29
GH29.QUC59452.1	GH29
GH29.QUC63467.1	GH29
GH29.QUI24462.1	GH29
GH29.QUI25694.1	GH29
GH29.UFH36908.1	GH29
GH29.UFH38322.1	GH29
GH29.UGQ48594.1	GH29
GH29.UII20872.1	GH29
GH29.UPK72252.1	GH29
GH29.UVR99653.1	GH29
GH29.WAT14117.1	GH29
GH29.WBL22869.1	GH29
GH29.WLW50505.1	GH29
GH29.WMS26692.1	GH29
GH29.AYL95631.1	GH29
GH29.AEA20265.1	GH29
GH29.AEM69594.1	GH29
GH29.ANY73912.1	GH29
GH29.AOM79521.1	GH29
GH29.AOM80612.1	GH29
GH29.AOX45832.1	GH29
GH29.AYD48447.1	GH29
GH29.AYD48978.1	GH29
GH29.AYN66400.1	GH29
GH29.AYN66401.1	GH29
GH29.QQD15728.1	GH29
GH29.QQD16172.1	GH29
GH29.QQL45255.1	GH29
GH29.QUQ63787.1	GH29
GH29.QUQ64378.1	GH29
GH29.UKY50275.1	GH29
GH29.UKY53893.1	GH29
GH29.ULL13819.1	GH29
GH29.WJK46737.1	GH29
GH29.WKK58995.1	GH29
GH29.WKK59078.1	GH29
GH29.WKU17227.1	GH29
GH29.WKU17661.1	GH29
GH29.QEC43428.1	GH29
GH29.QEC43816.1	GH29
GH29.QEC74047.1	GH29
GH29.QEC74050.1	GH29
GH29.QEE28931.1	GH29
GH29.ANR74025.1	GH29
GH29.ANW17283.1	GH29
GH29.ANW22461.1	GH29
GH29.AOM75776.1	GH29
GH29.AIE85927.1	GH29
GH29.BCP52370.1	GH29
GH29.BDB10086.1	GH29
GH29.QEM10926.1	GH29
GH29.QES89567.1	GH29
GH29.QES89850.1	GH29
GH29.QQD11606.1	GH29
GH29.QQD11984.1	GH29
GH29.QQL44531.1	GH29
GH29.QUH00522.1	GH29
GH29.QUO31265.1	GH29
GH29.UKE49062.1	GH29
GH29.UKK52399.1	GH29
GH29.UKK54976.1	GH29
GH29.UKS29574.1	GH29
GH29.UZR99870.1	GH29
GH29.VEJ02985.1	GH29
GH29.BDC05639.1	GH29
GH29.WLQ43455.1	GH29
GH29.WLQ43695.1	GH29
GH29.WMI65168.1	GH29
GH29.BBA14068.1	GH29
GH29.BBA14575.1	GH29
GH29.BBE17736.1	GH29
GH29.BBE18787.1	GH29
GH29.QKH46433.1	GH29
GH29.ASZ14127.1	GH29
GH29.QKH46496.1	GH29
GH29.ASZ14351.1	GH29
GH29.QTF72437.1	GH29
GH29.WCT55807.1	GH29
GH29.WDF53987.1	GH29
GH29.UBM59632.1	GH29
GH29.WDF77562.1	GH29
GH29.UBM60194.1	GH29
GH29.QTO38155.1	GH29
GH29.WDF77591.1	GH29
GH29.UCS94879.1	GH29
GH29.QDT00961.1	GH29
GH29.QDT00981.1	GH29
GH29.UVD60693.1	GH29
GH29.QAY64597.1	GH29
GH29.ALJ06117.1	GH29
GH29.QAY75885.1	GH29
GH29.ALJ06466.1	GH29
GH29.QBG46780.1	GH29
GH29.QBG46856.1	GH29
GH29.QUE51666.1	GH29
GH29.ALJ59513.1	GH29
GH29.QKJ63392.1	GH29
GH29.QUE53115.1	GH29
GH29.QKJ63393.1	GH29
GH29.ATC63545.1	GH29
GH29.UVQ44940.1	GH29
GH29.UFH46216.1	GH29
GH29.QKV79886.1	GH29
GH29.ATL48702.1	GH29
GH29.ATL49128.1	GH29
GH29.QKV80878.1	GH29
GH29.WGP13417.1	GH29
GH29.BAD48467.1	GH29
GH29.AGP52975.1	GH29
GH29.AHF15781.1	GH29
GH29.BAU54056.1	GH29
GH29.BAX78456.1	GH29
GH29.BAX78471.1	GH29
GH29.ARS42519.1	GH29
GH29.QDO67972.1	GH29
GH29.QDO68463.1	GH29
GH29.UIJ44311.1	GH29
GH29.QDT68942.1	GH29
GH29.QNF43325.1	GH29
GH29.QDT68943.1	GH29
GH29.WDM44481.1	GH29
GH29.WEA00378.1	GH29
GH29.WEG36951.1	GH29
GH29.WEG37139.1	GH29
GH29.UJV46070.1	GH29
GH29.UJV46118.1	GH29
GH29.UUW07963.1	GH29
GH29.UUW07971.1	GH29
GH29.UVJ39348.1	GH29
GH29.QNI37987.1	GH29
GH29.QNI38138.1	GH29
GH29.QXV64266.1	GH29
GH29.QXV64535.1	GH29
GH29.QYN56910.1	GH29
GH29.AUB44394.1	GH29
GH29.ADV83433.1	GH29
GH29.SDS05904.1	GH29
GH29.ADV83434.1	GH29
GH29.SDS08352.1	GH29
GH29.AEE24437.1	GH29
GH29.AEE50026.1	GH29
GH29.SDT09377.1	GH29
GH29.ANH82219.1	GH29
GH29.ANH82224.1	GH29
GH29.SDT09919.1	GH29
GH29.QQT25056.1	GH29
GH29.WCT56972.1	GH29
GH29.SDU84856.1	GH29
GH29.QCX79475.1	GH29
GH29.QCX79925.1	GH29
GH29.WDF43189.1	GH29
GH29.QDK77706.1	GH29
GH29.QQT46867.1	GH29
GH29.AHW60795.1	GH29
GH29.AIE86113.1	GH29
GH29.AIF45976.1	GH29
GH29.ATP55753.1	GH29
GH29.ATP55778.1	GH29
GH29.QGG57164.1	GH29
GH29.QGG58247.1	GH29
GH29.UMB62041.1	GH29
GH29.UNM14663.1	GH29
GH29.UNY99195.1	GH29
GH29.UOB08339.1	GH29
GH29.WAC09495.1	GH29
GH29.WGQ10633.1	GH29
GH29.WGT68554.1	GH29
GH29.WGT68555.1	GH29
GH29.WHT23179.1	GH29
GH29.WHT23197.1	GH29
GH29.QOV33879.1	GH29
GH29.CAI9429081.1	GH29
GH29.CAZ97754.1	GH29
GH29.CAZ97755.1	GH29
GH29.ADZ79415.1	GH29
GH29.ADZ79911.1	GH29
GH29.APA63190.1	GH29
GH29.QEC56139.1	GH29
GH29.QEC74385.1	GH29
GH29.QUC58603.1	GH29
GH29.QUC58775.1	GH29
GH29.QEC74403.1	GH29
GH29.QUH29765.1	GH29
GH29.QEE31183.1	GH29
GH29.BBH86202.1	GH29
GH29.QEE31270.1	GH29
GH29.QUH29767.1	GH29
GH29.QMW05758.1	GH29
GH29.QUQ64639.1	GH29
GH29.QNE17236.1	GH29
GH29.UII77297.1	GH29
GH29.BCL32685.1	GH29
GH29.QNE18408.1	GH29
GH29.UII78285.1	GH29
GH29.BCL34867.1	GH29
GH29.UIR57518.1	GH29
GH29.WDE95218.1	GH29
GH29.UJH90410.1	GH29
GH29.WDE95436.1	GH29
GH29.WDF54744.1	GH29
GH29.URM36166.1	GH29
GH29.ALV31001.1	GH29
GH29.ALV31326.1	GH29
GH29.USR01680.1	GH29
GH29.AMR31447.1	GH29
GH29.USR02086.1	GH29
GH29.AMR31585.1	GH29
GH29.QEC75902.1	GH29
GH29.UTC63552.1	GH29
GH29.ADV84531.1	GH29
GH29.ADV84573.1	GH29
GH29.ADZ79912.1	GH29
GH29.ADZ81208.1	GH29
GH29.ARV16556.1	GH29
GH29.ARV16571.1	GH29
GH29.QLH26094.1	GH29
GH29.QLH32421.1	GH29
GH29.QWP77361.1	GH29
GH29.UJP11248.1	GH29
GH29.UKB77789.1	GH29
GH29.UKE98908.1	GH29
GH29.AIQ27886.1	GH29
GH29.CDF78740.1	GH29
GH29.CDT10292.1	GH29
GH29.AIY87260.1	GH29
GH29.QNE36027.1	GH29
GH29.QNE36028.1	GH29
GH29.ATP56006.1	GH29
GH29.QZY19175.1	GH29
GH29.SCX99714.1	GH29
GH29.SCY60979.1	GH29
GH29.SDS55523.1	GH29
GH29.WCZ39999.1	GH29
GH29.WDE95212.1	GH29
GH29.WDF54672.1	GH29
GH29.WDF54675.1	GH29
GH29.QDU58782.1	GH29
GH29.QDU71473.1	GH29
GH29.QDV41168.1	GH29
GH29.QDV45469.1	GH29
GH29.QDV80759.1	GH29
GH29.UJV38848.1	GH29
GH29.UKJ09318.1	GH29
GH29.ATY30980.1	GH29
GH29.ATY32687.1	GH29
GH29.AUP78006.1	GH29
GH29.AKU15637.1	GH29
GH29.ALE04424.1	GH29
GH29.ALE04550.1	GH29
GH29.GAF01995.1	GH29
GH29.ALJ06762.1	GH29
GH29.AUP80667.1	GH29
GH29.QAV17538.1	GH29
GH29.AUP80855.1	GH29
GH29.AVM43643.1	GH29
GH29.QBG46735.1	GH29
GH29.QYJ10021.1	GH29
GH29.QYM78610.1	GH29
GH29.QYR11568.1	GH29
GH29.QYR11751.1	GH29
GH29.QZT37056.1	GH29
GH29.UOR06125.1	GH29
GH29.UPG85637.1	GH29
GH29.UPG87699.1	GH29
GH29.UPK71179.1	GH29
GH29.UZD22852.1	GH29
GH29.UZD23200.1	GH29
GH29.WFE86629.1	GH29
GH29.WFE86750.1	GH29
GH29.WGD38186.1	GH29
GH29.QGU26457.1	GH29
GH29.QGW27852.1	GH29
GH29.QGY45224.1	GH29
GH29.AMB58089.1	GH29
GH29.AMP99521.1	GH29
GH29.UFH56020.1	GH29
GH29.QDV79036.1	GH29
GH29.AMQ55503.1	GH29
GH29.QDV79135.1	GH29
GH29.WIL19077.1	GH29
GH29.UFH57487.1	GH29
GH29.AMY09686.1	GH29
GH29.QEC63274.1	GH29
GH29.UGS27825.1	GH29
GH29.WIX89845.1	GH29
GH29.UGS27828.1	GH29
GH29.QEC64377.1	GH29
GH29.AMY12793.1	GH29
GH29.WIX90048.1	GH29
GH29.QEC80456.1	GH29
GH29.UII25431.1	GH29
GH29.AZU64418.1	GH29
GH29.WJK45146.1	GH29
GH29.BAV95880.1	GH29
GH29.UWE11264.1	GH29
GH29.UWF34439.1	GH29
GH29.QTA35522.1	GH29
GH29.UWP24576.1	GH29
WP_076454021.1	GH29
GH29.AWB68909.1	GH29
GH29.AWS45561.1	GH29
GH29.QWW20513.1	GH29
GH29.QBG47019.1	GH29
GH29.QXU44196.1	GH29
GH29.QXU50870.1	GH29
GH29.QBG47654.1	GH29
GH29.VTP88812.1	GH29
GH29.VTP89495.1	GH29
GH29.UPK68091.1	GH29
GH29.UPK68944.1	GH29
GH29.UPZ34733.1	GH29
GH29.UPZ34736.1	GH29
GH29.QBQ39892.1	GH29
GH29.QCI86181.1	GH29
GH29.QQT25686.1	GH29
GH29.QQT25687.1	GH29
GH29.QQT33922.1	GH29
GH29.WAC12545.1	GH29
GH29.WAC15410.1	GH29
GH29.WAU83706.1	GH29
GH29.WIM92840.1	GH29
GH29.WIV11586.1	GH29
GH29.AWW29602.1	GH29
GH29.AWW30272.1	GH29
GH29.ACQ81782.1	GH29
GH29.ACT00161.1	GH29
GH29.AXE18558.1	GH29
GH29.ADE82672.1	GH29
GH29.AXE19844.1	GH29
GH29.AXT50229.1	GH29
GH29.QEH41036.1	GH29
GH29.QEH41444.1	GH29
GH29.QOT12691.1	GH29
GH29.ULB33617.1	GH29
GH29.AMR33654.1	GH29
GH29.ULQ55222.1	GH29
GH29.AMR34265.1	GH29
GH29.QEM10588.1	GH29
GH29.ULQ55319.1	GH29
GH29.UMB61950.1	GH29
GH29.QVY66015.1	GH29
GH29.WAC09498.1	GH29
GH29.QVY66069.1	GH29
GH29.WAC10094.1	GH29
GH29.ASW76538.1	GH29
GH29.AJD73116.1	GH29
GH29.ATL82884.1	GH29
GH29.CAZ96365.1	GH29
GH29.CBK66586.1	GH29
GH29.QTE38624.1	GH29
GH29.QTF73452.1	GH29
GH29.UBM57815.1	GH29
GH29.UCS92107.1	GH29
GH29.UCS93372.1	GH29
GH29.UWE10406.1	GH29
GH29.UWE10960.1	GH29
GH29.WJK47216.1	GH29
GH29.QKV91953.1	GH29
GH29.WJK48008.1	GH29
GH29.WKK65872.1	GH29
GH29.AIC77302.1	GH29
GH29.AIC77303.1	GH29
GH29.AZB03503.1	GH29
GH29.AOP45827.1	GH29
GH29.QMV17947.1	GH29
GH29.AOW82475.1	GH29
GH29.AZQ63982.1	GH29
GH29.ULQ53262.1	GH29
GH29.QMV20307.1	GH29
GH29.APG06430.1	GH29
GH29.ULQ53457.1	GH29
GH29.QDZ15349.1	GH29
GH29.UMB59133.1	GH29
GH29.WEM93457.1	GH29
GH29.QDZ16854.1	GH29
GH29.WEM93750.1	GH29
GH29.UMB61775.1	GH29
GH29.QNA86926.1	GH29
GH29.QEC66116.1	GH29
GH29.UNK72247.1	GH29
GH29.QEC68410.1	GH29
GH29.UVQ46316.1	GH29
GH29.WFA79619.1	GH29
GH29.QRR03212.1	GH29
GH29.UVQ46875.1	GH29
GH29.QRR03392.1	GH29
GH29.AYG03956.1	GH29
GH29.AAD35394.1	GH29
GH29.AYM99706.1	GH29
GH29.QNN40798.1	GH29
GH29.AYN43351.1	GH29
GH29.ACC84189.1	GH29
GH29.ACT00434.1	GH29
GH29.QNP75261.1	GH29
GH29.QEC54435.1	GH29
GH29.QOD59462.1	GH29
GH29.QEC54436.1	GH29
GH29.ANS62431.1	GH29
GH29.ANY65932.1	GH29
GH29.QOD59463.1	GH29
GH29.QEC70666.1	GH29
GH29.ANY66286.1	GH29
GH29.QUT26296.1	GH29
GH29.WIW90867.1	GH29
GH29.QEC70786.1	GH29
GH29.QEE26135.1	GH29
GH29.AOM78387.1	GH29
GH29.QUT26298.1	GH29
GH29.AOH86515.1	GH29
GH29.BCW57297.1	GH29
GH29.BDF47949.1	GH29
GH29.BDF48359.1	GH29
GH29.AOS44588.1	GH29
GH29.AOS45851.1	GH29
GH29.UOE51046.1	GH29
GH29.QEJ95663.1	GH29
GH29.APA00258.1	GH29
GH29.QEM02410.1	GH29
GH29.UOR07058.1	GH29
GH29.WGQ12001.1	GH29
GH29.WGQ12896.1	GH29
GH29.SDH10858.1	GH29
GH29.UPG87867.1	GH29
GH29.WHE88445.1	GH29
GH29.SDR65370.1	GH29
GH29.UPG90038.1	GH29
GH29.SDS60359.1	GH29
GH29.UYY58185.1	GH29
GH29.SDS76760.1	GH29
GH29.UYY59338.1	GH29
GH29.SDT35978.1	GH29
GH29.WJH33812.1	GH29
GH29.WJH35244.1	GH29
GH29.WJV45842.1	GH29
GH29.AUC21517.1	GH29
GH29.BDI20707.1	GH29
GH29.CAD0225870.1	GH29
GH29.CAZ94411.1	GH29
GH29.QCX41081.1	GH29
GH29.QCX41083.1	GH29
GH29.QDH79562.1	GH29
GH29.QDH80909.1	GH29
GH29.QIY90205.1	GH29
GH29.QJR34154.1	GH29
GH29.QRO26279.1	GH29
GH29.SDF62341.1	GH29
GH29.WIV54540.1	GH29
GH29.SDS23711.1	GH29
GH29.SDT93632.1	GH29
GH29.ADB31658.1	GH29
GH29.ADI13044.1	GH29
GH29.URL60216.1	GH29
GH29.WIV55422.1	GH29
GH29.WBO68684.1	GH29
GH29.WJH25323.1	GH29
GH29.WJH26882.1	GH29
GH29.WBO81448.1	GH29
GH29.WBV61264.1	GH29
GH29.WJK48532.1	GH29
GH29.WCE06358.1	GH29
GH29.ACT04757.1	GH29
GH29.AVY66045.1	GH29
GH29.ACT91401.1	GH29
GH29.ADI03974.1	GH29
GH29.AWW32725.1	GH29
GH29.AWW32736.1	GH29
GH29.ADV82458.1	GH29
GH29.QIL39911.1	GH29
GH29.QIL40132.1	GH29
GH29.APS38952.1	GH29
GH29.APS40763.1	GH29
GH29.QIP14287.1	GH29
GH29.QXU42702.1	GH29
GH29.QYM78613.1	GH29
GH29.UYO06189.1	GH29
GH29.QYM79712.1	GH29
GH29.QRN55677.1	GH29
GH29.UYO06429.1	GH29
GH29.QZE14928.1	GH29
GH29.UKM64493.2	GH29
GH29.WLQ46402.1	GH29
GH29.ULQ51411.1	GH29
GH29.WLW58153.1	GH29
GH29.WMI64438.1	GH29
GH29.AQX04901.1	GH29
GH29.QCJ45607.1	GH29
GH29.AXJ95694.1	GH29
GH29.AEV98711.1	GH29
GH29.QRR03857.1	GH29
GH29.QHW31905.1	GH29
GH29.QHW34708.1	GH29
GH29.UFH44566.1	GH29
GH29.UGU16164.1	GH29
GH29.UGU16601.1	GH29
GH29.UII75361.1	GH29
GH29.UII75372.1	GH29
GH29.AGA56643.1	GH29
GH29.AGB28342.1	GH29
GH29.WIY00598.1	GH29
GH29.WIY02888.1	GH29
GH29.UUN30622.1	GH29
GH29.WCE04909.1	GH29
GH29.WCJ59405.1	GH29
GH29.UVQ45998.1	GH29
GH29.UVQ97497.1	GH29
GH29.AEU37664.1	GH29
GH29.QGY47209.1	GH29
GH29.QGY47223.1	GH29
GH29.AFK02389.1	GH29
GH29.AFR27507.1	GH29
GH29.AFR30806.1	GH29
GH29.QHG87787.1	GH29
GH29.AUP78008.1	GH29
GH29.AVH65836.1	GH29
GH29.AVT37672.1	GH29
GH29.QVM85157.1	GH29
GH29.AVV44646.1	GH29
GH29.QVY65995.1	GH29
GH29.WGT68556.1	GH29
GH29.WGT68557.1	GH29
GH29.WHT22258.1	GH29
GH29.WIB59745.1	GH29
GH29.AWW31766.1	GH29
GH29.AWW32688.1	GH29
GH29.AXC11869.1	GH29
GH29.AXE81250.1	GH29
GH29.QJS20435.1	GH29
GH29.CDN30832.1	GH29
GH29.CDN32280.1	GH29
GH29.QKJ31804.1	GH29
GH29.CTQ92659.1	GH29
GH29.ALO91980.1	GH29
GH29.QKJ32284.1	GH29
GH29.QSB26319.1	GH29
GH29.QSB28445.1	GH29
GH29.QSW90263.1	GH29
