qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	baseMean	log2FoldChange	padj
SRR11927435|k99_34259_1	GH42.AWY97258.1	68.3	684	217	0	2	685	1	684	2.7e-306	1050.0	10.0772767022204	7.54473535672854	0.000882390288443945
SRR11927435|k99_38179_1	GH3.UVR10884.1	42.0	424	215	6	1	411	164	569	1.8e-90	332.8	8.9055438276581	7.57888053477988	0.00107103787741446
SRR11927435|k99_14490_3	GH31.UVQ04253.1	73.6	1290	334	3	3	1288	2	1288	0.0e+00	1999.2	40.5813602250495	9.66516148673996	0.0010951075756828
SRR11927437|k99_13586_41	GH31.UVQ04253.1	73.6	1290	334	3	3	1288	2	1288	0.0e+00	1999.2	41.7438674954336	9.71320201773206	0.00112243878854246
SRR11927435|k99_23921_1	GH123.QMW80769.1	61.3	470	181	1	3	472	14	482	5.5e-181	633.3	6.41049820016529	6.95110866960002	0.00130428163150598
SRR11927435|k99_4487_1	GH123.QYX26352.1	48.7	554	281	1	14	564	4	557	7.0e-162	570.1	7.99364675052178	7.17288625522776	0.0013574587305756
SRR11927434|k99_1650_8	GH20.QIL41543.1	48.8	744	351	7	39	776	57	776	1.1e-207	722.6	22.5852183178312	8.91713613302896	0.00140747327556483
SRR11927434|k99_17494_1	GH95.AZQ64685.1	51.7	754	358	5	24	776	306	1054	1.5e-239	828.6	25.180628875936	9.06068588453476	0.00145006700080765
SRR11927440|k99_2625_2	GH36.AVM41756.1	54.7	726	324	2	1	726	1	721	1.2e-246	852.0	14.8751836163941	8.25151757107327	0.00154442850815211
SRR11927463|k99_4387_41	GH36.CUA16889.1	69.2	697	212	3	26	721	25	719	7.1e-305	1045.4	24.9457572621904	9.03517003548957	0.00164542159555219
SRR11927435|k99_6212_2	GH42.UWO25860.1	71.1	674	195	0	1	674	1	674	1.7e-308	1057.4	10.4730350082982	7.75140144751901	0.00166605046428386
SRR11927435|k99_16475_1	GH36.QEI32555.1	65.1	642	223	1	1	641	2	643	6.6e-254	875.9	13.4277403358892	7.9534331203507	0.00170778827713589
SRR11927462|k99_3485_1	WP_251316959.1	80.2	369	72	1	44	411	1	369	1.4e-164	578.6	8.77351138014485	7.57065091946848	0.00182661799908034
SRR11927435|k99_14838_1	GH2.ADY34049.1	69.3	970	295	2	2	969	10	978	0.0e+00	1470.7	33.3289212299888	9.4574755150571	0.0022972382338203
SRR11927434|k99_21773_2	GH29.UVQ45368.1	64.2	687	234	7	3	684	4	683	7.3e-267	919.1	26.3807414816482	9.01177273706587	0.00232857050877021
SRR11927463|k99_19054_1	GH95.AZQ64685.1	51.7	754	358	5	24	776	306	1054	1.5e-239	828.6	25.9796691706587	9.10807534380338	0.00251130639951227
SRR11927437|k99_15794_6	GH95.AZQ64685.1	51.7	754	358	5	24	776	306	1054	1.5e-239	828.6	24.8624285793739	9.04830510115209	0.00253465113094107
SRR11927437|k99_1138_7	GH84.UHZ87400.1	51.3	731	348	6	4	728	5	733	1.9e-224	778.5	22.7237993240298	8.87262581735668	0.00255919188358362
SRR11927463|k99_21669_10	GH20.ALK86219.1	71.7	760	213	2	16	774	16	774	0.0e+00	1169.8	24.1789342388709	8.93633997134123	0.00263911813923771
SRR11927463|k99_8902_1	GH42.ANU54828.1	88.4	585	68	0	1	585	1	585	0.0e+00	1128.2	9.5495962348319	7.68264857417714	0.00277525643994245
SRR11927437|k99_10106_8	WP_245820198.1	57.2	676	289	0	4	679	20	695	1.7e-231	801.6	21.788823274098	8.86302974504376	0.00290737864162072
SRR11927435|k99_45376_3	GH84.UHZ87400.1	51.3	731	348	6	4	728	5	733	1.9e-224	778.5	22.1087944499908	8.79687390667664	0.00291369866358986
SRR11927434|k99_16786_1	GH20.ALK86219.1	71.7	760	213	2	13	771	16	774	0.0e+00	1169.8	22.8570500441686	8.82684786677728	0.00302278365977898
SRR11927437|k99_17083_4	WP_083535713.1	43.2	777	389	20	215	976	27	766	1.4e-165	583.2	29.9071686121326	9.3284362057364	0.0030958518760296
SRR11927438|k99_13036_2	GH3.QCI59548.1	56.8	366	151	3	1	361	29	392	1.9e-112	405.2	6.91055669899623	7.21443252294351	0.0031248604636564
SRR11927435|k99_18192_1	GH2.ADY31985.1	64.2	827	293	2	13	837	9	834	0.0e+00	1166.4	28.2820603591133	9.20007158683102	0.00318705611782835
SRR11927435|k99_37396_2	WP_118209765.1	46.3	361	183	4	62	417	36	390	2.7e-85	315.5	8.57515092811218	7.21758944713324	0.0032246158494604
SRR11927437|k99_14892_13	GH29.SCM55387.1	55.1	691	301	4	3	689	4	689	1.2e-221	768.8	22.9836424733865	8.93406229035077	0.00331184207878008
SRR11927435|k99_33014_3	GH20.QUH29206.1	42.1	439	242	4	18	445	56	493	1.0e-110	399.8	6.1019500824576	6.84617297939579	0.00334849765340806
SRR11927434|k99_7169_6	GH20.QDM08718.1	69.7	542	160	4	1	539	1	541	4.8e-229	793.1	21.062231739538	8.70896784330194	0.00339379465865911
SRR11927438|k99_27993_2	GH29.VFH84816.1	63.4	429	156	1	10	437	11	439	6.7e-181	632.9	6.76324265283178	7.195048539193	0.00342507948363995
SRR11927434|k99_1791_3	AAO79736.1	69.7	495	148	2	20	513	27	520	2.4e-206	717.6	17.7148976987391	8.51024532669513	0.00343387789061306
SRR11927435|k99_34327_2	GH29.UVQ45368.1	63.6	687	238	7	3	684	4	683	9.0e-265	912.1	22.173480588809	8.7016199401946	0.00356576770385488
SRR11927436|k99_20366_2	GH20.ALK86219.1	70.9	760	219	2	16	774	16	774	0.0e+00	1157.5	19.1661557138031	8.5672411348967	0.0036013213460062
SRR11927438|k99_21926_2	WP_251318773.1	77.2	346	79	0	5	350	2	347	1.3e-62	239.6	5.41082471416957	6.84672736069516	0.00399429270696342
SRR11927437|k99_1866_6	GH36.CUA16889.1	69.2	697	212	3	26	721	25	719	7.1e-305	1045.4	21.989473709112	8.85099699413661	0.00413062644459384
SRR11927437|k99_18656_12	GH29.UVQ45368.1	63.6	687	238	7	3	684	4	683	9.0e-265	912.1	23.2601203959766	8.69474360309618	0.00414005946150944
SRR11927434|k99_22346_1	GH2.ADY31985.1	64.3	827	292	2	13	837	9	834	0.0e+00	1168.3	28.7852822386169	9.26136581536101	0.00419948697514011
SRR11927436|k99_5865_5	GH2.ADY34049.1	68.2	833	262	2	1	831	1	832	0.0e+00	1249.2	28.0744174385119	9.22486630102363	0.00442991614386756
SRR11927463|k99_13821_13	GH29.UVQ45368.1	64.2	687	234	7	3	684	4	683	7.3e-267	919.1	25.5767332342467	9.00490036424985	0.00443284406562614
SRR11927463|k99_15912_41	WP_083535713.1	43.0	776	392	19	215	976	27	766	8.0e-166	583.9	32.8523843686517	9.46953791217418	0.00443955161547049
SRR11927434|k99_23347_7	WP_083535713.1	43.0	776	392	19	215	976	27	766	8.0e-166	583.9	31.6265255812453	9.41838661157802	0.00446276966973591
SRR11927462|k99_20290_5	GH3.QCI59548.1	57.9	354	142	3	43	391	41	392	3.5e-112	404.4	8.55210223816332	7.53449772208161	0.00448188769014484
SRR11927434|k99_13877_2	WP_251620484.1	87.0	732	95	0	1	732	1	732	0.0e+00	1366.3	24.1628967564053	9.01802119210297	0.00448480462242899
SRR11927436|k99_11441_1	GH20.QDM08718.1	69.7	542	160	4	1	539	1	541	6.3e-229	792.7	16.3357150424727	8.4389647810562	0.00454560417174254
SRR11927436|k99_6744_1	GH29.UVQ45368.1	63.6	687	238	7	3	684	4	683	1.2e-264	911.8	20.4139743431344	8.54002207242563	0.00456466700512662
SRR11927436|k99_4837_4	GH36.CUA16889.1	69.2	697	212	3	12	707	25	719	4.1e-305	1046.2	18.9629767052405	8.63543078757998	0.00461555324675031
SRR11927437|k99_3121_13	GH20.QDM08718.1	69.9	542	159	4	1	539	1	541	1.7e-229	794.7	17.5164009124684	8.53171644522876	0.00465114993426008
SRR11927463|k99_27085_16	GH20.ADV44725.1	65.6	643	216	3	24	663	28	668	3.9e-265	913.3	22.4450101707577	8.91059984031638	0.00468640565401186
SRR11927463|k99_25424_13	GH20.QDM08718.1	69.7	542	160	4	1	539	1	541	4.8e-229	793.1	19.1262659525271	8.65138571027333	0.00473906557375201
SRR11927437|k99_13586_37	GH20.ALK86219.1	71.3	760	216	2	16	774	16	774	0.0e+00	1164.8	23.0856111066122	8.8497376950712	0.00504739722114681
SRR11927434|k99_22618_6	GH36.CUA16889.1	69.2	697	212	3	26	721	25	719	7.1e-305	1045.4	23.0743516998537	8.94567599493979	0.00508554236822992
SRR11927463|k99_4387_10	WP_251620484.1	87.0	732	95	0	1	732	1	732	0.0e+00	1366.3	21.7448490712071	8.86439746294933	0.00521261897090114
SRR11927437|k99_13313_28	GH2.ADY31985.1	64.2	827	293	2	13	837	9	834	0.0e+00	1166.4	26.924549234998	9.14872695043358	0.00537806171839616
SRR11927451|k99_20599_2	WP_246223864.1	51.5	758	344	10	1	745	2	748	1.1e-223	775.8	16.7093184731224	8.36737130832092	0.00540975336925804
SRR11927435|k99_18789_1	GH110.UVR07205.1	71.3	515	148	0	1	515	78	592	8.3e-234	808.9	12.7315985477916	8.03616417372698	0.0054549398771373
SRR11927435|k99_34637_1	GH29.BDG67518.1	59.8	470	188	1	24	492	16	485	3.0e-185	647.5	8.36906291823763	7.49319715182697	0.00552289698838452
SRR11927437|k99_2888_3	WP_251620484.1	87.2	732	94	0	1	732	1	732	0.0e+00	1367.8	23.111550620076	8.93917789721832	0.00563643396837879
SRR11927436|k99_4293_2	WP_083535713.1	43.0	776	392	19	215	976	27	766	4.7e-166	584.7	27.7999685558828	9.22545174718105	0.00571892799976406
SRR11927435|k99_20329_1	GH2.QUT69940.1	71.1	1041	298	3	2	1040	84	1123	0.0e+00	1575.1	33.6133608715839	9.49302374289927	0.00578330529893814
SRR11927462|k99_17783_6	GH29.VFH84816.1	62.9	429	158	1	10	437	11	439	2.8e-179	627.5	8.24211100793828	7.47853059278235	0.00585175687862669
SRR11927436|k99_11705_2	GH20.ADV44725.1	65.6	643	216	3	2	641	28	668	2.9e-265	913.7	16.6744985133044	8.48809171390281	0.00595852528321481
SRR11927436|k99_5347_1	GH2.ADY31985.1	65.1	760	264	1	1	760	76	834	0.0e+00	1085.9	26.483518143477	9.15827456150736	0.00595916855894508
SRR11927435|k99_3665_2	WP_251619867.1	82.5	698	122	0	13	710	1	698	0.0e+00	1203.0	18.9348591238648	8.66458171226057	0.00598041051824726
SRR11927463|k99_36216_52	GH2.ADY31985.1	64.3	827	292	2	13	837	9	834	0.0e+00	1168.3	27.6163249026316	9.21507960828397	0.00605546943571095
SRR11927463|k99_35575_28	AAO79736.1	69.7	495	148	2	20	513	27	520	2.4e-206	717.6	16.9210828700453	8.44788258548509	0.00617879575657351
SRR11927435|k99_36545_1	GH2.WIO73987.1	43.9	618	317	11	17	610	7	618	1.9e-141	502.3	18.6393669558502	8.63879324107901	0.00623940993262243
SRR11927463|k99_18025_1	GH110.UVR07205.1	68.4	586	184	1	5	590	8	592	2.0e-252	870.9	20.264993325994	8.65030458436453	0.00624260482560068
SRR11927437|k99_2185_1	GH42.ANU54828.1	85.3	668	93	2	1	668	1	663	0.0e+00	1232.2	7.58018207502294	7.3066306598867	0.00626736903318411
SRR11927436|k99_8165_2	GH84.UHZ87400.1	51.3	731	348	6	4	728	5	733	1.1e-224	779.2	19.1224374727956	8.59475880025016	0.00628743336869072
SRR11927435|k99_27670_1	WP_245820198.1	57.2	676	289	0	4	679	20	695	1.7e-231	801.6	20.0446801309081	8.73694583231906	0.00629339567220805
SRR11927439|k99_9928_2	WP_245820198.1	54.3	674	306	2	33	704	21	694	1.2e-219	762.3	19.7879162369739	8.72989150139004	0.00643905103607127
SRR11927436|k99_10309_1	GH29.SCM55387.1	55.3	691	300	4	3	689	4	689	7.2e-222	769.6	20.4389280501177	8.76444143691412	0.00649406020143141
SRR11927435|k99_7176_3	AAO79736.1	69.5	495	149	2	4	497	27	520	5.2e-206	716.5	15.2552495555762	8.31846772887771	0.00650255883226193
SRR11927439|k99_6765_3	GH2.CBL02867.1	64.7	1033	350	6	1	1024	1	1027	0.0e+00	1415.6	15.8019298012985	8.37718447375854	0.00661656497197314
SRR11927437|k99_12467_3	WP_035456300.1	51.8	463	219	4	18	476	21	483	1.2e-143	509.2	14.0975109076319	8.21179770324481	0.00666847012913567
SRR11927435|k99_5826_1	GH95.AZQ64685.1	51.7	754	358	5	24	776	306	1054	1.5e-239	828.6	21.3779435477724	8.81603409798822	0.00689628234426758
SRR11927463|k99_30884_15	WP_035456300.1	51.8	463	219	4	18	476	21	483	2.7e-143	508.1	18.1257351185146	8.59196012188134	0.00694059340312358
SRR11927463|k99_28089_22	WP_245820198.1	57.5	676	287	0	4	679	20	695	1.3e-231	802.0	24.1505003798025	9.02197992327977	0.00706154732360321
SRR11927463|k99_9918_8	GH20.QIL41543.1	48.8	744	351	7	39	776	57	776	1.1e-207	722.6	22.9833825416119	8.94901359270673	0.00739832521841662
SRR11927436|k99_24685_2	WP_251620484.1	86.9	732	96	0	1	732	1	732	0.0e+00	1365.1	20.327585730578	8.72823434144143	0.00763095231037998
SRR11927435|k99_23026_2	WP_035456300.1	51.8	463	219	4	17	475	21	483	1.2e-143	509.2	16.2639477945113	8.43705075300116	0.0077166112699338
SRR11927437|k99_15093_11	AAO79736.1	69.5	495	149	2	20	513	27	520	5.4e-206	716.5	17.3584376712965	8.52752666186833	0.00801624016829057
SRR11927435|k99_2495_2	WP_251620484.1	87.2	732	94	0	1	732	1	732	0.0e+00	1367.8	22.4031756122863	8.91246242716513	0.00803117728887131
SRR11927463|k99_28009_14	GH29.SCM55387.1	55.1	691	301	4	3	689	4	689	3.6e-221	767.3	23.7569487395233	8.99285998713715	0.00819933589085399
SRR11927436|k99_22939_2	WP_245820198.1	57.5	676	287	0	4	679	20	695	7.7e-232	802.7	19.2610014332872	8.69848167826749	0.00824193850544193
SRR11927435|k99_28743_2	GH20.ADV44725.1	65.6	643	216	3	24	663	28	668	5.1e-265	912.9	21.4358009214729	8.84999754051427	0.00825089331951686
SRR11927435|k99_16298_1	GH29.SCM55387.1	55.7	677	291	4	1	673	18	689	4.6e-221	766.9	22.0172058104037	8.88532740810351	0.00832833640963992
SRR11927434|k99_21832_1	WP_035456300.1	52.3	453	212	4	18	466	21	473	1.9e-141	501.9	16.3765044522867	8.44257924095254	0.0084736858570126
SRR11927434|k99_22179_1	GH31.BCJ98925.1	84.5	673	103	1	1	673	1	672	0.0e+00	1243.8	12.8303331908435	8.06776823023576	0.00868007833465353
SRR11927435|k99_44426_1	WP_159749506.1	84.5	413	64	0	1	413	1	413	1.0e-218	758.4	5.71722643476096	6.60645936994452	0.00878013068188424
SRR11927438|k99_32172_1	GH3.QFK71386.1	52.5	499	232	5	1	499	92	585	5.3e-150	530.4	5.30232852664546	6.74642116296758	0.00884811399391853
SRR11927437|k99_7199_9	GH89.UHZ88335.1	64.6	715	250	2	2	713	4	718	4.6e-296	1016.1	18.8939942822996	8.67382725864937	0.00888847602644722
SRR11927437|k99_11494_10	WP_251619867.1	82.8	686	118	0	1	686	13	698	0.0e+00	1184.9	18.7981823039626	8.65989215782335	0.0089472502068735
SRR11927436|k99_1352_2	GH89.UHZ88335.1	64.5	715	251	2	2	713	4	718	1.1e-294	1011.5	20.1298621681314	8.75489437825572	0.00920203189555
SRR11927435|k99_40375_1	GH33.UNY97738.1	49.0	535	253	4	4	519	1	534	4.5e-152	537.3	15.0982267746373	8.31489857830256	0.00957420744988063
SRR11927458|k99_9250_4	GH36.AXM89529.1	52.7	573	269	1	1	573	1	571	6.7e-181	633.3	4.28780686566023	5.76391771058625	0.00975603002272838
SRR11927437|k99_8951_1	GH110.UVR07205.1	68.6	586	183	1	5	590	8	592	1.1e-253	875.2	16.2968278484831	8.43296627974639	0.009780109159072
SRR11927434|k99_21879_2	GH29.SCM55387.1	55.1	691	301	4	3	689	4	689	6.1e-221	766.5	21.9044609467409	8.86550651671934	0.0100222572990485
SRR11927439|k99_29155_1	GH29.UOX56747.1	79.8	346	70	0	1	346	71	416	3.2e-178	623.6	5.45143205200403	6.88193580096716	0.0101606970780045
SRR11927435|k99_43027_3	GH36.CUA16889.1	69.2	697	212	3	9	704	25	719	9.1e-305	1045.0	20.7109103420809	8.78486650707498	0.0105155941741826
SRR11927457|k99_6636_2	GH31.SET57305.1	90.8	991	91	0	40	1030	1	991	0.0e+00	1865.1	33.1832780162919	-9.30679094340351	0.0107764785137453
SRR11927434|k99_23966_3	GH20.ADV44725.1	65.6	643	216	3	24	663	28	668	3.9e-265	913.3	23.5566842987956	8.99196315749511	0.0112070280197648
SRR11927461|k99_8889_2	GH31.SET57319.1	88.6	1276	146	0	1	1276	1	1276	0.0e+00	2298.1	33.4273445842928	-9.29194476081256	0.0114595127261743
SRR11927435|k99_26216_1	WP_235229377.1	59.3	221	82	3	51	271	51	263	9.8e-66	249.6	4.16535760269686	6.46194145088737	0.011476876818118
SRR11927435|k99_38651_2	GH20.QIL41543.1	48.8	744	351	7	39	776	57	776	1.1e-207	722.6	22.2511950132991	8.91203039279894	0.0115154800837071
SRR11927435|k99_25749_1	WP_213348847.1	80.8	594	104	4	20	612	1	585	2.1e-294	1010.4	9.40084039146021	7.45375757847247	0.011589101382408
SRR11927436|k99_19421_2	GH20.QIL41543.1	48.8	744	351	7	39	776	57	776	1.1e-207	722.6	22.1648850864834	8.90533662455662	0.0116189554723591
SRR11927448|k99_14034_2	GH3.XHR92735.1	41.3	595	312	9	161	748	2	566	1.6e-126	453.0	17.0678132704448	6.08259291123252	0.0116892305145639
SRR11927435|k99_42720_1	GH20.QDM08718.1	69.9	542	159	4	1	539	1	541	1.7e-229	794.7	16.0746067782968	8.42685662805487	0.0122505900996978
SRR11927435|k99_11385_2	GH89.UHZ88335.1	64.6	715	250	2	2	713	4	718	4.6e-296	1016.1	20.543332579919	8.79671682345853	0.012785347333524
SRR11927437|k99_15801_8	GH20.QIL41543.1	48.8	744	351	7	39	776	57	776	1.1e-207	722.6	20.5280489403604	8.79476201751503	0.0127927993055705
SRR11927463|k99_32439_1	GH123.SDS51008.1	40.9	601	315	6	33	629	37	601	4.1e-137	488.0	8.27550019932948	7.42444970846362	0.0129401792952792
SRR11927437|k99_19083_33	GH20.ADV44725.1	65.6	643	216	3	24	663	28	668	5.1e-265	912.9	22.365991083354	8.91332833282543	0.0129457134581666
SRR11927434|k99_12511_3	WP_245820198.1	57.5	676	287	0	4	679	20	695	1.3e-231	802.0	22.626720565752	8.92442640206342	0.0131048610752204
SRR11927436|k99_13408_2	GH2.WIO73987.1	44.4	667	341	11	8	650	18	678	7.3e-155	547.0	19.5018531663416	8.72151977919562	0.0131303624823872
SRR11927436|k99_6364_3	AAO79736.1	69.3	495	150	2	10	503	27	520	2.2e-204	711.1	10.9377378065195	7.85579357775191	0.0132753661840798
SRR11927463|k99_35083_2	GH31.BCJ98925.1	84.4	673	104	1	1	673	1	672	0.0e+00	1241.1	11.5209802095528	7.92946071687865	0.0134339819827828
SRR11927434|k99_21279_4	GH2.WIO73987.1	45.3	587	300	8	1	570	96	678	3.7e-142	504.6	19.2813621629252	8.70417182197183	0.0135147382949495
SRR11927463|k99_17548_4	WP_083535713.1	65.1	747	251	7	211	950	24	767	1.8e-295	1014.6	29.1112279225808	9.30067493240172	0.0138271868621068
SRR11927434|k99_5661_1	WP_251619867.1	82.4	686	121	0	1	686	13	698	0.0e+00	1177.5	18.5186945478682	8.64193680633306	0.0139008506753529
SRR11927463|k99_23681_32	GH2.WIO73987.1	44.5	667	340	11	8	650	18	678	1.9e-155	548.9	18.3946501263723	8.6361122114797	0.0142764258842183
SRR11927437|k99_18799_2	GH2.UWP48101.1	67.9	834	263	2	18	846	1	834	0.0e+00	1228.8	27.6209539005446	9.22480762751333	0.0144958451236704
SRR11927434|k99_23236_1	GH2.UWP48101.1	69.0	816	251	1	14	827	19	834	0.0e+00	1236.1	27.8393645788097	9.2362034324499	0.0145050219274122
SRR11927437|k99_17141_14	WP_083535713.1	64.7	747	254	7	211	950	24	767	3.4e-294	1010.4	26.834745378826	9.18311948041302	0.0147178219211901
SRR11927463|k99_29355_21	GH2.UWP48101.1	68.1	834	261	2	1	829	1	834	0.0e+00	1235.7	26.7621406560892	9.17925762641694	0.0148874570779147
SRR11927434|k99_23941_8	GH36.ADL06712.1	46.8	714	376	2	1	710	1	714	3.3e-201	701.0	12.6488591889202	8.08460787244413	0.015405298328033
SRR11927434|k99_7643_1	GH20.QRO51603.1	59.3	749	299	4	12	758	10	754	3.5e-270	930.2	25.9975916133328	9.1375054099059	0.0156868812571462
SRR11927434|k99_6113_4	WP_066402067.1	74.6	710	179	1	3	711	2	711	0.0e+00	1128.6	25.5641054632032	9.1132345287371	0.0157376026633373
SRR11927448|k99_12179_1	GH129.XKQ18713.1	59.3	629	254	2	3	631	1	627	2.8e-244	844.0	12.9410014567408	5.62183723229386	0.0157743941822002
SRR11927463|k99_7511_4	GH89.UHZ88335.1	64.9	715	248	2	2	713	4	718	9.2e-297	1018.5	26.0216327396939	9.13882596674661	0.0157813326172814
SRR11927463|k99_27630_6	WP_251619867.1	82.4	686	121	0	1	686	13	698	0.0e+00	1177.5	16.5366774935991	8.48002627753111	0.0160713282154694
SRR11927435|k99_17355_1	GH2.QLK83006.1	70.4	776	229	1	1	775	58	833	0.0e+00	1183.7	24.324615124022	9.04147792021882	0.01645186472231
SRR11927436|k99_20693_1	GH2.UWP48101.1	68.1	834	261	2	6	834	1	834	0.0e+00	1235.7	23.962170327604	9.01967414143837	0.0166196883135771
SRR11927463|k99_30952_6	GH2.CBL02867.1	64.7	1033	350	6	1	1024	1	1027	0.0e+00	1415.6	13.4896220917736	8.16297962276752	0.0166436822956849
SRR11927463|k99_18987_3	WP_066402067.1	74.6	710	179	1	3	711	2	711	0.0e+00	1128.6	24.2994680177305	9.040048072365	0.0167098553842605
SRR11927463|k99_7162_2	GH42.UTB41899.1	52.0	698	293	7	1	695	1	659	5.2e-212	736.9	12.16970095715	8.02129154840594	0.0168020554383137
SRR11927434|k99_2404_4	GH89.UHZ88335.1	64.9	715	248	2	2	713	4	718	9.2e-297	1018.5	24.3876150549581	9.0452831895512	0.0169561844383923
SRR11927463|k99_940_15	GH20.QRO51603.1	59.3	749	299	4	12	758	10	754	3.5e-270	930.2	23.7369072018531	9.00628319115749	0.0172902455067342
SRR11927434|k99_1650_9	GH20.UVQ48142.1	59.0	478	192	2	60	535	68	543	8.5e-178	622.9	16.0086679361592	8.42916412741271	0.0174240832740135
SRR11927435|k99_44925_1	GH20.QRO51603.1	59.3	749	299	4	13	759	10	754	7.1e-271	932.6	23.2208317171735	8.97443587135532	0.0174347946003682
SRR11927435|k99_34748_3	WP_066402067.1	74.5	710	180	1	3	711	2	711	0.0e+00	1126.7	22.3963129541913	8.92229581989319	0.0180291860741093
SRR11927437|k99_15596_10	WP_066402067.1	74.5	710	180	1	3	711	2	711	0.0e+00	1126.7	21.856187715931	8.88707081227418	0.0183321886916904
SRR11927463|k99_16295_25	GH123.UYU49224.1	52.8	602	268	6	1	589	1	599	5.6e-191	666.8	21.2362915229343	8.8456090191964	0.0188214251385111
SRR11927437|k99_18703_10	GH20.QRO51603.1	59.3	749	299	4	12	758	10	754	7.1e-271	932.6	21.6413779187322	8.8728548964337	0.0190818524158292
SRR11927434|k99_17494_7	GH109.QUU07859.1	82.6	470	79	2	1	468	2	470	3.4e-239	826.6	13.7544024333958	8.21608897386322	0.0193442367138172
SRR11927435|k99_12387_3	WP_021986762.1	76.7	322	75	0	2	323	3	324	2.1e-147	521.2	9.09521274764295	7.60956035556461	0.0197824355883315
SRR11927462|k99_11060_4	GH31.BCJ98925.1	80.2	673	132	1	1	673	1	672	0.0e+00	1202.6	12.0920246528868	7.65321034067049	0.0198048766596703
SRR11927437|k99_15512_27	GH2.WIO73987.1	44.5	667	340	11	8	650	18	678	3.3e-155	548.1	19.9188315504327	8.75317693625768	0.0201160232034571
SRR11927437|k99_19075_2	GH123.UYU49224.1	52.8	602	268	6	1	589	1	599	5.6e-191	666.8	19.4676496580708	8.72011504881401	0.0202018460522963
SRR11927435|k99_13253_1	WP_242965037.1	52.1	351	166	2	2	351	34	383	1.3e-97	355.9	4.83791541227998	6.55476924337589	0.020220347758096
SRR11927434|k99_16198_9	GH3.ALJ01444.1	40.9	536	310	4	27	557	23	556	2.8e-113	408.7	19.7635687033683	8.74199110206493	0.0202774037514449
SRR11927437|k99_16200_1	GH109.QUU07859.1	82.6	470	79	2	1	468	2	470	9.8e-239	825.1	12.6375843566662	8.09527952761531	0.0205514699472633
SRR11927435|k99_8842_4	GH3.CBL13854.1	67.1	486	151	2	1	477	83	568	4.6e-191	666.8	8.25806350692885	5.61690674399796	0.020659979865462
SRR11927463|k99_23681_15	AAO78901.1	66.6	497	163	1	19	515	24	517	2.0e-208	724.5	19.1681586648506	8.69784998892339	0.0208294990511036
SRR11927435|k99_10101_2	GH123.UVR24459.1	56.5	559	237	5	26	580	26	582	1.2e-188	659.1	18.4857564057192	8.64547176673068	0.0213453757397486
SRR11927435|k99_42931_1	GH3.ALJ01444.1	40.3	534	316	3	27	557	23	556	3.0e-113	408.7	18.662183558802	8.65916972653186	0.0215449917109321
SRR11927434|k99_20597_4	GH33.UNY97738.1	48.8	535	254	4	1	516	1	534	5.9e-152	537.0	18.4536819263286	8.64309438521643	0.02182774808286
SRR11927434|k99_23344_1	AAO78283.1	67.0	521	162	5	4	521	1	514	1.0e-212	738.8	17.5016155270026	8.56660405574177	0.0222914028316041
SRR11927434|k99_2616_6	AAO78901.1	66.6	497	163	1	19	515	24	517	2.0e-208	724.5	17.5370404154634	8.56954652549601	0.0224924382556411
SRR11927463|k99_34318_16	GH33.UNY97738.1	48.8	535	254	4	1	516	1	534	5.9e-152	537.0	17.7148771177661	8.58419039998142	0.0229503132881645
SRR11927463|k99_13993_3	GH2.BCK00272.1	59.0	875	299	7	1	875	1	815	0.0e+00	1083.2	13.8732023949141	8.2108305763305	0.0232531820578803
SRR11927448|k99_12486_1	GH2.ASB39606.1	68.0	618	198	0	1	618	1	618	8.9e-272	935.3	3.49055838316606	5.46200835812653	0.0238133586061879
SRR11927437|k99_3070_3	GH33.UNY97738.1	49.0	535	253	4	1	516	1	534	4.5e-152	537.3	16.7193642545252	8.50056116861224	0.0238180514564369
SRR11927437|k99_4101_26	AAO78283.1	67.0	521	162	5	3	520	1	514	1.0e-212	738.8	16.2895478427386	8.46302906912381	0.0241775124328184
SRR11927463|k99_9918_7	GH20.UVQ48142.1	59.0	478	192	2	59	534	68	543	8.5e-178	622.9	16.8185605503168	8.50932905203725	0.0242428886326071
SRR11927436|k99_15616_2	AAO78901.1	66.6	497	163	1	19	515	24	517	2.0e-208	724.5	15.9038157302496	8.42828500476555	0.024306883085295
SRR11927435|k99_25034_1	GH3.WEB20631.1	49.0	304	153	2	1	303	101	403	1.1e-83	309.7	5.02713344909682	6.47079529915725	0.0243146178967784
SRR11927435|k99_8500_1	GH20.UVQ48142.1	59.2	478	191	2	57	532	68	543	3.4e-179	627.5	16.0971974835084	8.44585064117364	0.0243336539858003
SRR11927463|k99_20769_6	GH36.ADL06712.1	46.8	714	376	2	1	710	1	714	3.3e-201	701.0	12.3329109430524	8.04777495593942	0.024417150246957
SRR11927435|k99_20395_6	AAO78901.1	66.4	497	164	1	19	515	24	517	1.3e-207	721.8	15.8856988774499	8.42680803886464	0.0244522125031473
SRR11927437|k99_15512_10	AAO78901.1	66.4	497	164	1	19	515	24	517	1.3e-207	721.8	15.9441246768515	8.43209724102462	0.0245331269408234
SRR11927463|k99_34927_1	GH20.QUL56848.1	43.6	601	307	10	1	580	1	590	1.8e-133	475.7	7.3891680477925	7.22630988293729	0.0246276318600911
