qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	baseMean	log2FoldChange	padj
SRR11927449|k99_8915_9	GH20.QDM08718.1	69.9	542	159	4	1	539	1	541	3.3e-230	797.0	18.8368715166991	8.66590869587867	0.0272880832029009
SRR11927442|k79_17159_1	GH109.CBK68338.1	83.2	400	64	2	4	401	2	400	3.2e-198	690.3	9.41197694562897	7.61742916087498	0.0277707697224012
SRR11927450|k99_8682_1	GH29.SCM55387.1	55.2	677	294	4	1	673	18	689	8.0e-218	756.1	17.4045263393102	8.55369298251926	0.0278833205816546
SRR11927443|k99_2265_2	GH20.UMV46087.1	42.9	464	250	5	9	461	21	480	7.1e-112	403.7	5.81267543546102	6.80358731493986	0.0293464505335146
SRR11927448|k99_15548_1	GH29.WMJ86360.1	87.2	345	44	0	34	378	1	345	3.1e-195	680.2	6.67424251375866	6.98537510704928	0.0296113308896692
SRR11927448|k99_4130_3	WP_322200521.1	74.8	417	105	0	1	417	1	417	1.7e-197	688.0	6.58829109327401	6.73390575027648	0.029776096820764
SRR11927444|k99_14536_7	GH2.UQT29744.1	59.8	1038	390	4	1	1038	1	1011	0.0e+00	1332.0	13.2909915325906	8.15218927359456	0.0299407207056495
SRR11927448|k99_18004_1	GH20.QRO51603.1	58.8	760	304	6	5	761	1	754	6.0e-270	929.5	23.6233704718687	8.99881595698814	0.0305048959672717
SRR11927450|k99_601_1	GH20.QRO51603.1	58.8	760	304	6	1	757	1	754	6.0e-270	929.5	23.9356547652985	9.01729460661145	0.0305266147859943
SRR11927448|k99_10023_16	GH33.UNY97738.1	48.8	535	254	4	1	516	1	534	1.7e-151	535.4	15.7357044284005	8.40960422155308	0.0308413627215779
SRR11927448|k99_18134_1	WP_021986762.1	77.5	324	73	0	3	326	1	324	7.8e-150	529.3	9.11887569082582	7.53503300967757	0.0322179210216348
SRR11927462|k99_20283_1	GH2.QLG40518.1	49.4	670	332	3	26	688	33	702	3.4e-203	707.6	12.898923914182	5.57810714590107	0.0337064792994326
SRR11927463|k99_28716_1	GH2.BCJ97508.1	50.2	917	402	6	1	897	81	962	2.4e-278	957.6	3.7444437640017	6.24122458458355	0.0342697775791675
SRR11927446|k99_3133_3	WP_242334730.1	41.6	351	187	6	62	406	43	381	1.0e-59	230.3	5.86010049376989	5.15253650082015	0.0347828561272546
SRR11927449|k99_13421_19	GH20.QRO51603.1	58.6	760	306	6	1	757	1	754	6.6e-269	926.0	19.7849305095299	8.74300754681448	0.0351387541352841
SRR11927448|k99_1432_3	WP_066402067.1	75.4	710	174	1	3	711	2	711	0.0e+00	1140.2	19.5881878463282	8.728800220121	0.0353985158257583
SRR11927435|k99_6399_4	GH2.QBE97789.1	68.8	826	239	4	1	810	15	837	0.0e+00	1237.2	11.1990943873055	4.94471663930109	0.0360412865998277
SRR11927448|k99_15540_6	AAO78283.1	67.0	521	162	5	3	520	1	514	2.3e-212	737.6	12.5686207461298	8.08425654135929	0.0360717312599662
SRR11927449|k99_2263_26	GH123.UYU49224.1	53.5	602	264	5	1	589	1	599	5.6e-191	666.8	18.3788439999099	8.63690858962338	0.0366983411017308
SRR11927448|k99_6708_1	GH109.CBK68338.1	84.0	463	71	2	1	461	2	463	1.0e-235	815.1	12.0223386892827	8.01983789243709	0.0370485751257258
SRR11927450|k99_7320_3	AAO78283.1	67.2	521	161	5	3	520	1	514	1.0e-212	738.8	12.5190295417592	8.07360292296367	0.0371873203038948
SRR11927448|k99_3798_8	AAO78901.1	66.3	517	169	1	2	513	1	517	3.0e-212	737.3	18.0279428358794	8.60868947536073	0.0377763733464366
SRR11927448|k99_7883_2	GH123.UYU49224.1	53.3	602	265	5	1	589	1	599	2.1e-190	664.8	18.0388841006785	8.60965075830095	0.0377858128418951
SRR11927442|k79_15639_1	WP_021986762.1	78.2	289	63	0	1	289	36	324	6.3e-135	479.6	6.66951946154917	7.11861810360781	0.0380110527413338
SRR11927447|k99_4689_1	GH42.QRT30718.1	71.6	633	180	0	8	640	8	640	9.8e-290	995.0	6.15375797943451	7.03030347095044	0.0381424709906183
SRR11927448|k99_3057_10	GH20.UVQ48142.1	60.3	478	186	2	59	534	68	543	6.3e-181	633.3	17.6888986971943	8.5814716258285	0.0389763077466351
SRR11927450|k99_8158_1	AAO79736.1	70.2	490	144	2	5	493	27	515	3.0e-206	717.2	12.3409448092597	8.04904192305419	0.0392087170350127
SRR11927450|k99_7055_5	WP_021986762.1	77.8	320	71	0	1	320	5	324	6.5e-149	526.2	8.21300506339862	7.44952125059255	0.0392536257508018
SRR11927446|k99_945_1	GH3.QNA76284.1	40.3	362	189	8	17	366	96	442	2.0e-56	219.5	6.8357179067846	7.2091584814009	0.0404801027500196
SRR11927449|k99_3000_1	AAO78283.1	66.8	521	163	5	3	520	1	514	5.1e-212	736.5	16.1055586231905	8.44654089956881	0.0414619485318133
SRR11927449|k99_1703_16	GH35.QUT54628.1	78.0	628	136	2	1	628	4	629	1.1e-304	1044.6	16.162557689298	8.45157026591509	0.0417211519164115
SRR11927446|k99_30588_1	GH16.SNV04827.1	51.4	216	93	4	55	268	50	255	1.3e-58	226.1	6.23835845827245	7.07673602686079	0.0417994381308734
SRR11927450|k99_12150_2	GH123.UYU49224.1	53.2	602	266	5	1	589	1	599	5.6e-191	666.8	15.9034184452765	8.4266045551558	0.0422746888658243
SRR11927449|k99_11169_2	GH33.UNY97738.1	49.0	535	253	5	1	516	1	534	1.1e-150	532.7	14.9562856381953	8.33981743003891	0.0437831065264675
SRR11927435|k99_10025_1	GH2.CBL24817.1	74.7	764	187	2	3	765	2	760	0.0e+00	1210.3	12.4810979870942	4.50677819535572	0.0456220260915689
SRR11927448|k99_2431_21	GH35.QUT54628.1	78.0	628	136	2	1	628	4	629	1.8e-304	1043.9	13.7477652498604	8.21781470409703	0.0458086875860014
SRR11927449|k99_7742_7	GH29.UBD76035.1	69.8	457	136	1	5	459	5	461	2.3e-208	724.2	13.4766552255673	8.18938635903686	0.0476096665677939
SRR11927443|k99_15214_2	GH2.UWF34674.1	66.6	1020	335	2	1	1015	1	1019	0.0e+00	1446.4	12.840954796803	6.10802486776235	0.0482141611268489
SRR11927435|k99_26677_2	GH129.XKQ18713.1	72.1	606	168	1	1	605	22	627	2.9e-286	983.4	10.3384238596221	5.01795470732971	0.0485274877423294
SRR11927449|k99_10917_9	WP_021986762.1	77.5	324	73	0	1	324	1	324	5.9e-150	529.6	8.79988500996705	7.56678536473642	0.0489620734045938
SRR11927447|k99_10798_1	GH3.QNM01487.1	44.2	425	219	7	76	493	29	442	2.1e-96	352.4	5.260906555594	6.77931080792876	0.0493721940905646
